google_link,basic_info_family,case_material,case_glass,case_back,case_shape,dial_color,dial_indexes,dial_hands,movement_display
gs://watches_draft_2/images_latest/15180or-oo-a102cr-01-44.png,Jules Audemars,case material - Pink gold,case glass - Sapphire,case back - Open,Round,dial color - Silver,StickDot,dial hands - Feuille,Analog
gs://watches_draft_2/images_latest/26003or-oo-d002cr-01-a5.png,Jules Audemars,case material - Pink gold,case glass - Sapphire,case back - Open,Round,dial color - Black,Roman Numerals,dial hands - Feuille,Analog
gs://watches_draft_2/images_latest/a1036012ba91435x-5b.jpg,Transocean,case material - Stainless Steel,case glass - Sapphire,case back - Closed,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/a1931012-bb68-106w-ae.jpg,Transocean,case material - Stainless Steel,case glass - Sapphire,case back - Closed,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/15180or-oo-a088cr-01-94.png,Jules Audemars,case material - Pink gold,case glass - Sapphire,case back - Open,Round,dial color - Silver,StickDot,dial hands - Feuille,Analog
gs://watches_draft_2/images_latest/3858520-7f.png,Reverso,case material - Stainless Steel,case glass - Sapphire,case back - Closed,Rectangular,dial color - Silver,Arabic Numerals,dial hands - Baton,Analog
gs://watches_draft_2/images_latest/2508412-2d.png,Reverso,case material - Stainless Steel,case glass - Sapphire,case back - Closed,Rectangular,dial color - Silver,Arabic Numerals,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/3258470-c4.png,Reverso,case material - Stainless Steel,case glass - Sapphire,case back - Closed,Rectangular,dial color - Silver,StickDot,dial hands - Dauphine,Analog
gs://watches_draft_2/images_latest/3738420-91.jpg,Reverso,case material - Stainless Steel,case glass - Sapphire,case back - Closed,Rectangular,dial color - Silver,Arabic Numerals,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/br0392-gr-st-sca-c9.png,Instruments,case material - Stainless steel,case glass - Sapphire,case back - Closed,Square,dial color - Grey,Mixed,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/2568102-e4.jpg,Reverso,case material - Stainless Steel,case glass - Sapphire,case back - Closed,Rectangular,dial color - Silver,Arabic Numerals,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/br0390-b-rocket-27.png,Instruments,case material - Stainless steel,case glass - Sapphire,case back - Closed,Square,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/a1931012-bb68-154a-cf.jpg,Transocean,case material - Stainless Steel,case glass - Sapphire,case back - Closed,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/2668112-4e.png,Reverso,case material - Stainless Steel,case glass - Sapphire,case back - Double Dial,Rectangular,dial color - Silver,Arabic Numerals,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/a1931012-g750-433x-ec.jpg,Transocean,case material - Stainless Steel,case glass - Sapphire,case back - Closed,Round,dial color - Silver,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/ua7949-h1-1-22.jpg,Pilot,case material - Stainless steel,case glass - Sapphire,case back - Open,Round,dial color - Black,Arabic Numerals,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/2518412-8b.jpg,Reverso,case material - Stainless Steel,case glass - Sapphire,case back - Closed,Rectangular,dial color - Silver,Arabic Numerals,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/26590pt-00-d028cr-01-5f.png,Jules Audemars,case material - Platinum,case glass - Sapphire,case back - Open,Round,dial color - Blue,Mixed,dial hands - Feuille,Analog
gs://watches_draft_2/images_latest/br0194yellow-7c.jpg,Instruments,case material - Stainless steel,case glass - Sapphire,case back - Closed,Square,dial color - Black,Mixed,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/ua7939-c1-1-1.jpg,Pilot,case material - Stainless steel,case glass - Sapphire,case back - Open,Round,dial color - Black,Arabic Numerals,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/25984pt-oo-1138pt-01-e0.png,Jules Audemars,case material - Platinum,case glass - Sapphire,case back - Open,Round,dial color - White,Arabic Numerals,dial hands - Feuille,Analog
gs://watches_draft_2/images_latest/3313490-67.jpg,Reverso,case material - White gold,case glass - Sapphire,case back - Double Dial,Rectangular,dial color - White,Arabic Numerals,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/2782520-90.jpg,Reverso,case material - Pink gold,case glass - Sapphire,case back - Closed,Rectangular,dial color - Silver,Arabic Numerals,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/26353pt-oo-d028cr-01-db.png,Jules Audemars,case material - Platinum,case glass - Sapphire,case back - Open,Round,dial color - Skeleton,StickDot,dial hands - Poire,Analog
gs://watches_draft_2/images_latest/26590pt-oo-d002cr-01-19.png,Jules Audemars,case material - Platinum,case glass - Sapphire,case back - Open,Round,dial color - Black,Mixed,dial hands - Feuille,Analog
gs://watches_draft_2/images_latest/br0351gmtca-8e.png,Instruments,case material - Stainless steel,case glass - Sapphire,case back - Closed,Square,dial color - Black,Mixed,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/2662130-fa.png,Reverso,case material - Pink gold,case glass - Sapphire,case back - Double Dial,Rectangular,dial color - Silver,Arabic Numerals,dial hands - Dauphine,Analog
gs://watches_draft_2/images_latest/ua7949-a1-3-57.jpg,Pilot,case material - Stainless steel,case glass - Sapphire,case back - Open,Round,dial color - Black,Arabic Numerals,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/ua7949bm-h1-1-4c.jpg,Pilot,case material - Stainless steel,case glass - Sapphire,case back - Open,Round,dial color - Black,Arabic Numerals,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/ua8239-a3-1-h-f2.jpg,Outdoor,case material - Stainless steel,case glass - Sapphire,case back - Closed,Round,dial color - Blue,Arabic Numerals,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/77244bc-gg-1272bc-01-48.png,Millenary,case material - White gold,case glass - Sapphire,case back - Open,Oval,dial color - Blue,StickDot,dial hands - Alpha,Analog
gs://watches_draft_2/images_latest/a1931012-bb68-743p-97.jpg,Transocean,case material - Stainless Steel,case glass - Sapphire,case back - Closed,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/ua8239-a2-1-h-6f.jpg,Outdoor,case material - Stainless steel,case glass - Sapphire,case back - Closed,Round,dial color - Black,Arabic Numerals,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/br0194red-bc.jpg,Instruments,case material - Stainless steel,case glass - Sapphire,case back - Closed,Square,dial color - Black,Mixed,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/3202121-ac.jpg,Reverso,case material - Pink gold,case glass - Sapphire,case back - Closed,Rectangular,dial color - Silver,Arabic Numerals,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/26380or-oo-d088cr-01-98.png,Jules Audemars,case material - Pink gold,case glass - Sapphire,case back - Open,Round,dial color - Silver,StickDot,dial hands - Feuille,Analog
gs://watches_draft_2/images_latest/26145or-oo-d093cr-01-55.png,Millenary,case material - Pink gold,case glass - Sapphire,case back - Open,Oval,dial color - Black,Roman Numerals,dial hands - Alpha,Analog
gs://watches_draft_2/images_latest/2572120-d7.png,Reverso,case material - Pink gold,case glass - Sapphire,case back - Closed,Rectangular,dial color - Silver,Arabic Numerals,dial hands - Dauphine,Analog
gs://watches_draft_2/images_latest/3748421-db.jpg,Reverso,case material - Stainless Steel,case glass - Sapphire,case back - Double Dial,Rectangular,dial color - Silver,Arabic Numerals,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/26153or-oo-d088cr-01-c9.png,Jules Audemars,case material - Pink gold,case glass - Sapphire,case back - Open,Round,dial color - Black,Roman Numerals,dial hands - Feuille,Analog
gs://watches_draft_2/images_latest/3208423-d7.jpg,Reverso,case material - Stainless Steel,case glass - Sapphire,case back - Closed,Rectangular,dial color - Silver,Arabic Numerals,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/2783520-81.jpg,Reverso,case material - White gold,case glass - Sapphire,case back - Closed,Rectangular,dial color - Black,StickDot,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/3363490-16.png,Reverso,case material - White gold,case glass - Sapphire,case back - Double Dial,Rectangular,dial color - White,Arabic Numerals,dial hands - Dauphine,Analog
gs://watches_draft_2/images_latest/7052421-f.jpg,Reverso,case material - Pink gold,case glass - Sapphire,case back - Double Dial,Rectangular,dial color - Silver,Arabic Numerals,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/3352120-62.png,Reverso,case material - Pink gold,case glass - Sapphire,case back - Double Dial,Rectangular,dial color - Silver,StickDot,dial hands - Dauphine,Analog
gs://watches_draft_2/images_latest/3758420-82.jpg,Reverso,case material - Stainless Steel,case glass - Sapphire,case back - Closed,Rectangular,dial color - Silver,Arabic Numerals,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/15320bc-oo-d093cr-01-bc.png,Millenary,case material - White gold,case glass - Sapphire,case back - Open,Oval,dial color - Blue,Roman Numerals,dial hands - Feuille,Analog
gs://watches_draft_2/images_latest/ua7949-a1-2-e.jpg,Pilot,case material - Stainless steel,case glass - Sapphire,case back - Open,Round,dial color - Black,Arabic Numerals,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/3208422-4f.jpg,Reverso,case material - Stainless Steel,case glass - Sapphire,case back - Closed,Rectangular,dial color - Silver,Arabic Numerals,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/ua8239-a1-1-h-14.jpg,Outdoor,case material - Stainless steel,case glass - Sapphire,case back - Closed,Round,dial color - White,Arabic Numerals,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/278853l-63.jpg,Reverso,case material - Stainless Steel,case glass - Sapphire,case back - Closed,Rectangular,dial color - Green,StickDot,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/ua7939b-c1-1-eb.jpg,Pilot,case material - Stainless steel,case glass - Sapphire,case back - Open,Round,dial color - Black,Arabic Numerals,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/3363401-39.png,Reverso,case material - White gold,case glass - Sapphire,case back - Double Dial,Rectangular,dial color - White,Arabic Numerals,dial hands - Dauphine,Analog
gs://watches_draft_2/images_latest/15350st-oo-d002cr-01-d1.png,Millenary,case material - White gold,case glass - Sapphire,case back - Open,Oval,dial color - Black,Roman Numerals,dial hands - Alpha,Analog
gs://watches_draft_2/images_latest/2708410-c3.jpg,Reverso,case material - Stainless Steel,case glass - Sapphire,case back - Closed,Rectangular,dial color - Silver,Arabic Numerals,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/ua8239s-a2-1-h-d0.jpg,Outdoor,case material - Stainless steel,case glass - Sapphire,case back - Closed,Round,dial color - Black,Arabic Numerals,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/26069pt-oo-d028cr-01-5a.png,Millenary,case material - Platinum,case glass - Sapphire,case back - Open,Oval,dial color - Skeleton,Arabic Numerals,dial hands - Alpha,Analog
gs://watches_draft_2/images_latest/3848422-d4.png,Reverso,case material - Stainless Steel,case glass - Sapphire,case back - Double Dial,Rectangular,dial color - Silver,Arabic Numerals,dial hands - Baton,Analog
gs://watches_draft_2/images_latest/2608130-57.png,Reverso,case material - Stainless Steel,case glass - Sapphire,case back - Closed,Rectangular,dial color - Silver,Arabic Numerals,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/25866pt-oo-d002cr-02-21.png,Jules Audemars,case material - Platinum,case glass - Sapphire,case back - Open,Round,dial color - Silver,Arabic Numerals,dial hands - Feuille,Analog
gs://watches_draft_2/images_latest/2618130-ca.png,Reverso,case material - Stainless Steel,case glass - Sapphire,case back - Closed,Rectangular,dial color - Silver,Arabic Numerals,dial hands - Baton,Analog
gs://watches_draft_2/images_latest/3782520-94.jpg,Reverso,case material - Pink gold,case glass - Sapphire,case back - Double Dial,Rectangular,dial color - Silver,StickDot,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/26390or-oo-d088cr-01-d5.png,Jules Audemars,case material - Pink gold,case glass - Sapphire,case back - Open,Round,dial color - Silver,StickDot,dial hands - Feuille,Analog
gs://watches_draft_2/images_latest/3212102-71.jpg,Reverso,case material - Pink gold,case glass - Sapphire,case back - Closed,Rectangular,dial color - White,Mixed,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/7058130-3c.jpg,Reverso,case material - Stainless Steel,case glass - Sapphire,case back - Double Dial,Rectangular,dial color - Silver,Arabic Numerals,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/26000pt-oo-d028cr-01-e2.png,Jules Audemars,case material - Pink gold,case glass - Sapphire,case back - Open,Round,dial color - Silver,StickDot,dial hands - Feuille,Analog
gs://watches_draft_2/images_latest/26380bc-oo-d002cr-01-96.png,Jules Audemars,case material - White gold,case glass - Sapphire,case back - Open,Round,dial color - Silver,StickDot,dial hands - Feuille,Analog
gs://watches_draft_2/images_latest/br0192-10th-ce-c9.png,Instruments,case material - Ceramic,case glass - Sapphire,case back - Closed,Square,dial color - Black,Mixed,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/ua8239s-a3-1-h-db.jpg,Outdoor,case material - Stainless steel,case glass - Sapphire,case back - Closed,Round,dial color - Blue,Arabic Numerals,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/br0390-pinkgold-87.png,Instruments,case material - Pink gold,case glass - Sapphire,case back - Closed,Square,dial color - Skeleton,Mixed,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/2718410-22.jpg,Reverso,case material - Stainless Steel,case glass - Sapphire,case back - Double Dial,Rectangular,dial color - Silver,Arabic Numerals,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/26023or-oo-1138or-01-7b.png,Jules Audemars,case material - Pink gold,case glass - Sapphire,case back - Open,Round,dial color - Sapphire,StickDot,dial hands - Feuille,Analog
gs://watches_draft_2/images_latest/7008420-4f.png,Reverso,case material - Stainless Steel,case glass - Sapphire,case back - Open,Rectangular,dial color - Silver,Arabic Numerals,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/2588420-86.png,Reverso,case material - Stainless Steel,case glass - Sapphire,case back - Double Dial,Rectangular,dial color - Silver,Arabic Numerals,dial hands - Dauphine,Analog
gs://watches_draft_2/images_latest/26344pt-oo-d028cr-01-8d.png,Jules Audemars,case material - Platinum,case glass - Sapphire,case back - Open,Round,dial color - Silver,StickDot,dial hands - Feuille,Analog
gs://watches_draft_2/images_latest/2508110-db.jpg,Reverso,case material - Stainless Steel,case glass - Sapphire,case back - Closed,Rectangular,dial color - Silver,Arabic Numerals,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/2538120-9c.png,Reverso,case material - Stainless Steel,case glass - Sapphire,case back - Closed,Rectangular,dial color - Silver,Arabic Numerals,dial hands - Baton,Analog
gs://watches_draft_2/images_latest/3842520-db.png,Reverso,case material - Stainless Steel,case glass - Sapphire,case back - Double Dial,Rectangular,dial color - Silver,Arabic Numerals,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/77266bc-gg-a326cr-01-5f.png,Millenary,case material - White gold,case glass - Sapphire,case back - Open,Oval,dial color - Blue,StickDot,dial hands - Alpha,Analog
gs://watches_draft_2/images_latest/25984or-oo-1138or-01-a.png,Jules Audemars,case material - Pink gold,case glass - Sapphire,case back - Open,Round,dial color - White,Arabic Numerals,dial hands - Feuille,Analog
gs://watches_draft_2/images_latest/2518110-34.png,Reverso,case material - Stainless Steel,case glass - Sapphire,case back - Closed,Rectangular,dial color - Silver,Arabic Numerals,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/2788520-69.jpg,Reverso,case material - Stainless Steel,case glass - Sapphire,case back - Closed,Rectangular,dial color - Silver,Arabic Numerals,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/2608530-36.png,Reverso,case material - Stainless Steel,case glass - Sapphire,case back - Closed,Rectangular,dial color - Silver,Arabic Numerals,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/br0392-bl-ce-c5.png,Instruments,case material - Ceramic,case glass - Sapphire,case back - Closed,Square,dial color - Black,Mixed,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/2562102-17.jpg,Reverso,case material - Pink gold,case glass - Sapphire,case back - Closed,Rectangular,dial color - Silver,Arabic Numerals,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/15327bc-zz-d022cr-01-30.png,Millenary,case material - White gold,case glass - Sapphire,case back - Open,Oval,dial color - White,Roman Numerals,dial hands - Feuille,Analog
gs://watches_draft_2/images_latest/26346bc-oo-d002cr-02-93.png,Jules Audemars,case material - White gold,case glass - Sapphire,case back - Open,Round,dial color - Skeleton,StickDot,dial hands - Poire,Analog
gs://watches_draft_2/images_latest/br0192-bl-st-2d.png,Instruments,case material - Stainless steel,case glass - Sapphire,case back - Closed,Square,dial color - Black,Mixed,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/15325bc-oo-d102cr-01-3.png,Millenary,case material - White gold,case glass - Sapphire,case back - Open,Oval,dial color - White,Roman Numerals,dial hands - Feuille,Analog
gs://watches_draft_2/images_latest/2548520-7.png,Reverso,case material - Stainless Steel,case glass - Sapphire,case back - Closed,Rectangular,dial color - Silver,Arabic Numerals,dial hands - Baton,Analog
gs://watches_draft_2/images_latest/2668130-76.png,Reverso,case material - Stainless Steel,case glass - Sapphire,case back - Double Dial,Rectangular,dial color - Silver,Arabic Numerals,dial hands - Dauphine,Analog
gs://watches_draft_2/images_latest/2618411-dc.png,Reverso,case material - Stainless Steel,case glass - Sapphire,case back - Closed,Rectangular,dial color - Silver,Arabic Numerals,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/3802520-39.jpg,Reverso,case material - Pink gold,case glass - Sapphire,case back - Closed,Rectangular,dial color - Silver,Arabic Numerals,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/3208121-e8.jpg,Reverso,case material - Stainless Steel,case glass - Sapphire,case back - Closed,Rectangular,dial color - Silver,Arabic Numerals,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/2578120-3d.png,Reverso,case material - Stainless Steel,case glass - Sapphire,case back - Double Dial,Rectangular,dial color - Silver,Arabic Numerals,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/2608411-b2.png,Reverso,case material - Stainless Steel,case glass - Sapphire,case back - Closed,Rectangular,dial color - Silver,Arabic Numerals,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/3288420-33.png,Reverso,case material - Stainless Steel,case glass - Sapphire,case back - Closed,Rectangular,dial color - White,StickDot,dial hands - Dauphine,Analog
gs://watches_draft_2/images_latest/br0192-heritage-bb.png,Instruments,case material - Stainless steel,case glass - Sapphire,case back - Closed,Square,dial color - Black,Mixed,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/dc3036c-sa-bk-24.jpg,Engineer Hydrocarbon,case material - Titanium,case glass - Sapphire,case back - Closed,Round,dial color - Black,Arabic Numerals,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/25996ti-oo-d002cr-01-12.png,Jules Audemars,case material - Titanium,case glass - Sapphire,case back - Open,Round,dial color - Sapphire,StickDot,dial hands - Feuille,Analog
gs://watches_draft_2/images_latest/ua8241b-a1-47.jpg,Outdoor,case material - Stainless steel,case glass - Sapphire,case back - Closed,Round,dial color - Black,Arabic Numerals,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/ua8239-a1-2-h-8c.jpg,Outdoor,case material - Stainless steel,case glass - Sapphire,case back - Closed,Round,dial color - White,Arabic Numerals,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/3358120-4a.png,Reverso,case material - Stainless Steel,case glass - Sapphire,case back - Double Dial,Rectangular,dial color - Silver,StickDot,dial hands - Dauphine,Analog
gs://watches_draft_2/images_latest/15180bc-oo-a002cr-01-c3.png,Jules Audemars,case material - White gold,case glass - Sapphire,case back - Open,Round,dial color - Silver,StickDot,dial hands - Feuille,Analog
gs://watches_draft_2/images_latest/2438520-ee.png,Reverso,case material - Stainless Steel,case glass - Sapphire,case back - Closed,Rectangular,dial color - Silver,Arabic Numerals,dial hands - Baton,Analog
gs://watches_draft_2/images_latest/380848l-6c.jpg,Reverso,case material - Stainless Steel,case glass - Sapphire,case back - Closed,Rectangular,dial color - Blue,Arabic Numerals,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/2548120-ce.png,Reverso,case material - Stainless Steel,case glass - Sapphire,case back - Closed,Rectangular,dial color - Silver,Arabic Numerals,dial hands - Baton,Analog
gs://watches_draft_2/images_latest/15320or-oo-d002cr-01-c6.png,Millenary,case material - Pink gold,case glass - Sapphire,case back - Open,Oval,dial color - Black,Roman Numerals,dial hands - Feuille,Analog
gs://watches_draft_2/images_latest/br01-skull-sk-st-de.png,Instruments,case material - Stainless steel,case glass - Sapphire,case back - Closed,Square,dial color - Silver,Mixed,dial hands - Proprietary ,Analog
gs://watches_draft_2/images_latest/26145or-oo-d095cr-01-83.png,Millenary,case material - Pink gold,case glass - Sapphire,case back - Open,Oval,dial color - Black,Roman Numerals,dial hands - Alpha,Analog
gs://watches_draft_2/images_latest/3208120-54.jpg,Reverso,case material - Stainless Steel,case glass - Sapphire,case back - Closed,Rectangular,dial color - Silver,Arabic Numerals,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/a1631012g781171a-22.jpg,Transocean,case material - Stainless Steel,case glass - Sapphire,case back - Closed,Round,dial color - Silver,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/3348120-51.png,Reverso,case material - Stainless Steel,case glass - Sapphire,case back - Double Dial,Rectangular,dial color - Silver,Arabic Numerals,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/dc3026a-s1cj-gy-a6.jpg,Engineer Hydrocarbon,case material - Titanium,case glass - Sapphire,case back - Closed,Round,dial color - Grey,StickDot,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/414-031-52.jpg,1815,case material - Pink gold,case glass - Sapphire,case back - Open,Round,dial color - Black,Arabic Numerals,dial hands - Alpha,Analog
gs://watches_draft_2/images_latest/238-026-2d.jpg,1815,case material - White gold,case glass - Sapphire,case back - Open,Round,dial color - Silver,Arabic Numerals,dial hands - Alpha,Analog
gs://watches_draft_2/images_latest/414-028-70.jpg,1815,case material - White gold,case glass - Sapphire,case back - Open,Round,dial color - Black,Arabic Numerals,dial hands - Alpha,Analog
gs://watches_draft_2/images_latest/410-026-f7.jpg,1815,case material - White gold,case glass - Sapphire,case back - Open,Round,dial color - Silver,Arabic Numerals,dial hands - Alpha,Analog
gs://watches_draft_2/images_latest/233-025-4a.jpg,1815,case material - Platinum,case glass - Sapphire,case back - Open,Round,dial color - Silver,Arabic Numerals,dial hands - Alpha,Analog
gs://watches_draft_2/images_latest/414-032-92.jpg,1815,case material - Pink gold,case glass - Sapphire,case back - Open,Round,dial color - Black,Arabic Numerals,dial hands - Alpha,Analog
gs://watches_draft_2/images_latest/236-049-5e.jpg,1815,case material - Platinum,case glass - Sapphire,case back - Open,Round,dial color - Black,Arabic Numerals,dial hands - Alpha,Analog
gs://watches_draft_2/images_latest/238-032-1a.jpg,1815,case material - Pink gold,case glass - Sapphire,case back - Open,Round,dial color - Silver,Arabic Numerals,dial hands - Alpha,Analog
gs://watches_draft_2/images_latest/r4531012-g752-437x-b.jpg,Transocean,case material - Red Gold,case glass - Sapphire,case back - Closed,Round,dial color - Silver,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/r4531012-g752-279s-r20d-3-81.png,Transocean,case material - Red Gold,case glass - Sapphire,case back - Closed,Round,dial color - Silver,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/ua7939-c1-3-66.jpg,Pilot,case material - Stainless steel,case glass - Sapphire,case back - Open,Round,dial color - Black,Arabic Numerals,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/dc3026a-pc-bk-b7.jpg,Engineer Hydrocarbon,case material - Titanium,case glass - Sapphire,case back - Closed,Round,dial color - Black,StickDot,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/br0194brocket-e7.jpg,Instruments,case material - Stainless steel,case glass - Sapphire,case back - Closed,Square,dial color - Black,Mixed,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/a1931012-bb68-433x-af.jpg,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Closed,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/r4531012-bb70-739p-9a.jpg,Transocean,case material - Red Gold,case glass - Sapphire,case back - Closed,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/26344pt-oo-d002cr-02-df.png,Jules Audemars,case material - Platinum,case glass - Sapphire,case back - Open,Round,dial color - Black,StickDot,dial hands - Feuille,Analog
gs://watches_draft_2/images_latest/rb0510v1-c880-746p-d8.jpg,Transocean,case material - Red Gold,case glass - Sapphire,case back - Closed,Round,dial color - Blue,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/a1036012ba91154a-a1.jpg,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Closed,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/rb015212-bf15-737p-a0.jpg,Transocean,case material - Red Gold,case glass - Sapphire,case back - Open,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/ua7939-c1-1-sw-df.jpg,Pilot,case material - Stainless steel,case glass - Sapphire,case back - Open,Round,dial color - Black,Arabic Numerals,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/a4531012-bb69-437x-9c.jpg,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Closed,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/br0196-altimeter-9.png,Instruments,case material - Stainless steel,case glass - Sapphire,case back - Closed,Square,dial color - Black,Arabic Numerals,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/a1036012g721737p-27.jpg,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Closed,Round,dial color - Silver,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/ab015212-g724-732p-a20d-1-2.png,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Open,Round,dial color - Silver,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/26083bc-zz-d102cr-01-fc.png,Jules Audemars,case material - White gold,case glass - Sapphire,case back - Open,Round,dial color - White,StickDot,dial hands - Poire,Analog
gs://watches_draft_2/images_latest/r4531012-bb70-436x-r20d-1-71.png,Transocean,case material - Red Gold,case glass - Sapphire,case back - Closed,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/dc3026a-pc-be-28.jpg,Engineer Hydrocarbon,case material - Titanium,case glass - Sapphire,case back - Closed,Round,dial color - Blue,StickDot,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/ua7949-h1-3-2b.jpg,Pilot,case material - Stainless steel,case glass - Sapphire,case back - Open,Round,dial color - Black,Arabic Numerals,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/26149or-oo-d803cr-01-d.png,Millenary,case material - Pink gold,case glass - Sapphire,case back - Open,Oval,dial color - White,Roman Numerals,dial hands - Alpha,Analog
gs://watches_draft_2/images_latest/a1036012g721154a-63.jpg,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Closed,Round,dial color - Silver,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/ab015253-g724-737p-c1.jpg,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Open,Round,dial color - Silver,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/ab015212-bf26-112x-a20d-1-8e.png,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Open,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/ab015253-ba99-743p-e.jpg,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Open,Round,dial color - Black,StickDot,dial hands - Stick,Analog
