Account length,International plan,Voice mail plan,Number voice mail messages,Total day minutes,Total day calls,Total eve minutes,Total eve calls,Total night minutes,Total night calls,Total intl minutes,Total intl calls,Customer service calls,Total charge
56,0,0,0,197,110,222.8,102,225.3,91,10.6,6,2,65.43
151,1,0,0,218,57,114.4,88,269.2,95,12.4,1,0,62.24
32,0,0,0,164.8,98,229.9,96,167.3,108,14.8,2,2,59.09
90,0,0,0,179.2,77,210.7,99,276.9,58,9.2,6,2,63.31
87,0,1,21,214,113,180,114,134.5,82,10.6,5,0,60.59
138,0,0,0,170.5,87,118.2,116,187.9,111,11.2,7,2,50.52
79,0,0,0,205.7,123,214.5,108,226.1,106,6.7,18,1,65.18
95,1,0,0,165.5,84,286.2,112,198.9,89,11.5,2,1,64.53
127,0,0,0,221,100,160.7,113,233.1,96,6.8,4,2,63.56
137,0,0,0,242.1,118,191,93,218.6,50,14.7,2,3,71.21
97,0,0,0,151.6,107,155.4,96,240,112,14.7,4,1,53.75
149,1,0,0,176.2,87,145,81,249.5,92,5.7,4,0,55.05
117,1,1,22,196,82,322.7,82,225.6,120,3.7,5,1,71.9
84,0,0,0,159.5,125,247.1,90,187.9,82,7.2,4,2,58.52
137,0,0,0,230.2,113,220.4,79,204.7,111,10.7,7,4,69.96
99,0,0,0,146.7,64,274,99,321.3,98,8.9,1,3,65.09
54,0,0,0,210.5,102,204.5,83,127.8,53,8.5,5,1,61.22
85,0,0,0,102,95,270.2,139,148.2,105,10.7,3,1,49.87
150,0,0,0,126,99,238.5,73,285.1,100,10.2,6,3,57.27
43,0,0,0,168.4,125,243.8,89,214.7,102,11.1,2,1,62.01
35,0,0,0,105.6,129,258.2,129,213.1,77,8.7,3,0,51.84
98,0,0,0,206.5,92,176.2,152,232.8,115,12.4,5,5,63.92
112,0,0,0,217.1,76,205.2,100,185.7,91,9.4,3,2,65.25
16,0,0,0,229.6,78,205.7,108,166.2,91,10.8,2,0,66.91
98,0,1,22,278.3,89,93.4,143,107.6,42,9.7,5,0,62.71
84,0,0,0,138.6,102,199,93,204.1,137,7.8,4,0,51.77
94,0,0,0,234.4,103,279.3,109,234.2,121,2,2,1,74.67
84,0,0,0,181.5,129,130.7,112,186.5,118,8.5,4,1,52.66
66,0,0,0,167.3,91,230,68,191.7,118,10.6,5,1,59.48
98,0,1,31,121,105,218.9,98,226.7,110,12,1,1,52.62
74,0,0,0,221.1,124,110.8,94,240.1,112,10.6,3,0,60.67
96,0,1,26,145.8,108,192.2,89,165.1,96,9.9,2,1,51.23
119,0,0,0,222.8,122,163.2,107,160.6,112,11.2,6,1,62
73,0,0,0,183.4,80,242,115,201.4,100,7.5,3,4,62.84
92,1,0,0,264.3,91,160.9,115,198.6,73,9.3,5,0,70.06
21,0,0,0,146,78,109.7,79,247.4,108,6.8,7,0,47.11
122,0,0,0,157.1,134,184.9,122,197.2,59,8.5,5,4,53.6
133,1,0,0,127.3,108,251.3,81,135,88,10.3,3,1,51.86
145,0,0,0,187.9,110,197,117,167,108,4.8,4,2,57.51
25,0,0,0,178.8,90,141.2,72,203,99,8.4,5,2,53.81
64,0,0,0,97.2,80,186.2,90,189,92,10.4,6,2,43.66
85,0,0,0,259.8,85,242.3,117,168.8,72,5.4,1,0,73.83
126,0,0,0,256.5,112,199.5,90,188.3,122,7,5,3,70.93
76,0,0,0,169.5,77,124,87,219.4,92,10,3,0,51.93
113,0,0,0,239.7,47,282.9,110,238.4,88,8.7,3,2,77.88
224,1,0,0,171.5,99,160,103,212.4,102,5,2,1,53.67
117,0,0,0,239.9,84,174.8,106,209.5,93,9.8,2,0,67.72
128,0,1,34,142.3,73,194.8,79,239.3,81,16,6,1,55.84
115,0,0,0,184.1,98,327,73,212.5,106,7.5,6,2,70.69
141,0,1,28,206.9,126,264.4,126,171.8,124,9.3,11,2,67.88
51,0,0,0,259.9,114,176.2,94,77.2,112,15.3,1,1,66.76
100,0,0,0,203.8,122,283.1,76,197.3,83,12.5,3,0,70.97
96,0,1,45,248.8,124,140.3,77,263.6,102,10.3,2,3,68.87
112,0,1,16,221.6,110,130.2,123,200,108,11.3,3,1,60.79
129,1,0,0,192.9,131,185.5,101,205.2,130,10.9,4,1,60.73
163,0,0,0,122.4,129,113.4,108,180.2,97,12.5,7,1,41.94
67,0,1,40,104.9,65,216.3,93,217.4,128,9.6,9,1,48.59
140,0,0,0,173.2,91,196.8,106,209.3,128,11.2,5,3,58.61
49,0,0,0,119.4,69,273.3,92,214.4,153,12.4,7,2,56.53
46,0,0,0,250.3,100,260.6,90,195,104,13.3,2,2,77.07
148,0,0,0,178.3,98,282.6,110,181,98,11.4,4,1,65.56
112,0,0,0,243.4,77,182.1,97,259.2,94,12.8,2,1,71.98
78,0,0,0,155,106,175.3,101,155.6,125,11.8,5,2,51.44
61,0,1,31,288.7,101,203.8,102,203.2,49,8.6,3,0,77.86
58,0,1,29,240.4,80,118.9,91,164.2,108,11.2,3,1,61.39
155,0,0,0,190.3,123,301.3,96,214.6,134,8,3,1,69.78
100,0,0,0,278,76,176.7,74,219.5,126,8.3,4,0,74.4
113,0,0,0,155,93,330.6,106,189.4,123,13.5,3,1,66.62
81,0,0,0,153.5,99,197.6,102,198.5,86,6.3,2,2,53.53
135,0,1,27,273.4,141,154,99,245.8,112,12.3,6,1,73.95
99,0,0,0,155.3,93,265.7,95,145.7,67,12.4,4,0,58.89
59,0,1,29,133.1,114,221.2,82,131.6,103,6.8,3,1,49.19
135,0,0,0,246.8,129,187.8,121,154.5,109,12.6,5,1,68.27
85,1,0,0,165.4,107,196,126,349.2,110,9.6,7,2,63.08
70,0,0,0,59.5,103,257.2,106,208.3,86,11.1,6,0,44.35
88,0,0,0,138.3,116,236,138,179.1,110,9.6,4,3,54.22
55,0,0,0,286.7,100,134.4,121,192.9,122,6.9,5,2,70.7
75,0,0,0,117.3,114,201.1,61,107.9,82,12.2,3,1,45.18
79,0,1,21,264.3,79,202.8,118,173.4,92,6.3,3,4,71.67
85,0,0,0,127.9,107,271.2,124,202.2,76,12.5,5,0,57.27
86,0,1,23,225.5,107,246.3,105,245.7,81,9.8,2,0,72.99
91,0,0,0,149,115,245.3,105,260,94,8.3,3,0,60.12
149,0,1,20,198.9,77,274,88,190.7,76,14.3,9,1,69.54
97,0,0,0,256.4,125,273.9,100,222.7,101,11.1,1,1,79.89
88,0,0,0,264.8,124,245.4,112,160.5,115,14.8,2,1,77.1
60,0,0,0,98.2,88,180.5,69,223.6,69,9.3,2,2,44.6
54,0,0,0,159.8,99,264,64,115.7,70,9.7,7,2,57.44
11,0,1,28,190.6,86,220.1,122,180.3,80,6,3,3,60.84
109,0,0,0,184,120,120.4,119,153.7,86,11,3,0,51.4
90,0,0,0,261.8,128,220.6,104,136.6,91,9.6,5,1,72
115,0,0,0,147.9,109,228.4,117,299.7,90,9.6,9,3,60.63
144,0,1,18,106.4,109,108.1,113,208.4,111,10.1,5,1,39.39
91,0,0,0,133.7,75,195.3,87,280.5,89,5.9,2,0,53.54
105,0,1,23,193.5,85,220.2,90,272.4,111,8.5,5,0,66.18
71,1,0,0,178.2,113,167.8,94,182.1,111,13.6,3,3,56.41
132,0,1,36,226.2,103,181.6,125,258.8,102,10.5,5,3,68.38
112,0,0,0,170.4,103,200.2,71,258.3,100,11.6,4,1,60.74
86,0,1,32,70.9,163,166.7,121,244.9,105,11.1,5,3,40.24
41,0,1,34,194.4,63,254.9,110,160.2,115,17.2,9,2,66.57
44,0,0,0,240.3,146,164.6,83,240.7,106,10.6,2,1,68.53
78,0,0,0,75,116,248.7,87,176,83,9.5,6,3,44.38
149,0,0,0,69.1,117,136.3,100,181.7,53,6.3,3,1,33.22
72,0,1,33,96.6,59,315.4,98,163.3,117,6.2,4,4,52.25
139,0,1,20,214.6,101,235.1,132,162.8,132,14.8,12,0,67.79
74,0,0,0,148.5,111,146.5,42,289.2,83,9.9,6,3,53.38
50,0,0,0,258.1,106,161.4,106,225.1,110,11.7,5,1,70.89
141,0,1,23,149.7,112,162.5,118,220.3,115,7.6,2,3,51.22
140,0,0,0,149.8,134,164.4,98,294.7,124,8.1,2,1,54.89
99,0,0,0,190.4,102,158.1,107,271.5,92,11.2,4,2,61.05
166,0,0,0,181.4,108,253.8,54,112.3,94,11.6,6,1,60.59
124,0,0,0,151.1,123,187.4,104,255.4,93,5.3,3,1,54.54
74,0,0,0,155.7,116,173.7,63,257.4,97,8.1,4,0,55
117,0,0,0,149.9,95,256.1,110,212.7,92,13.3,13,2,60.41
85,0,0,0,222.3,132,231.5,101,223.5,75,11,2,3,70.5
36,0,1,16,149.4,111,131.8,113,132.7,87,6.7,2,0,44.38
102,1,0,0,233.8,103,221.6,131,146.9,106,12.8,3,0,68.66
76,0,0,0,204.2,100,292.6,139,244.3,105,10.5,2,0,73.41
165,0,0,0,242.9,126,209.8,65,228.4,126,0,0,1,69.4
130,0,0,0,150.4,119,230.5,99,186.3,76,12.3,4,1,56.86
78,0,0,0,208.9,119,252.4,132,280.2,120,12.8,7,0,73.03
55,1,0,0,191.9,91,256.1,110,203.7,101,14.3,6,1,67.42
92,1,0,0,130.7,113,260.6,122,244.2,98,9.4,2,2,57.9
129,0,1,33,119.6,104,278.7,88,263.4,175,5.9,2,2,57.46
18,0,0,0,273.6,93,114.6,116,250.6,120,8.2,4,1,69.74
161,1,0,0,156.1,114,180.3,63,179.6,115,11.1,9,2,52.95
93,0,1,36,178.7,134,178.6,102,126.8,82,8,4,2,53.43
144,0,0,0,177.5,93,287.4,75,180.5,118,11.9,3,2,65.94
75,1,0,0,211.3,61,105.6,119,175.9,63,9.7,4,4,55.44
95,0,0,0,175.2,91,244.4,109,75.8,95,7.5,2,1,55.99
126,0,1,23,114.3,102,190.3,103,240.4,111,12.6,7,3,49.83
124,0,1,28,251.4,104,225.1,89,251.9,121,7.5,5,1,75.24
93,1,0,0,216.9,61,207.4,120,221.7,110,17.5,5,1,69.21
109,1,1,26,217.2,138,145.5,111,280.7,76,9.3,3,0,64.43
80,0,0,0,206.3,97,154.9,98,263.6,82,12.4,12,0,63.45
41,0,0,0,159.3,66,125.9,75,261.9,76,11.1,5,1,52.57
136,0,1,31,143.1,88,236.6,65,227.8,120,11.4,5,2,57.77
92,0,0,0,154,122,329.8,88,288,117,5.6,2,3,68.68
143,0,1,24,186.6,69,222,116,234.9,138,11.6,5,1,64.29
118,0,1,26,170.8,114,199.5,125,169.7,98,9.6,5,5,56.23
193,0,1,17,124,102,202.9,81,205.1,129,12.3,3,1,50.88
73,0,0,0,198.3,94,279.3,101,146.2,87,14.8,8,3,68.03
62,0,0,0,172.8,101,204.8,97,240.8,90,9.1,8,2,60.09
30,0,1,30,217.4,74,213.8,86,227.2,104,6.6,3,0,67.13
60,1,1,29,265.9,113,215.8,94,108.1,82,14,12,0,72.18
148,0,1,14,93.6,137,193.8,72,144.9,84,17.5,5,1,43.63
96,0,0,0,98.2,100,307.2,88,182.5,120,7.6,1,2,53.06
52,0,0,0,214.7,68,158.6,138,123.4,114,9.4,4,2,58.07
87,0,0,0,168.2,92,224.7,100,169.5,99,12.9,3,1,58.8
41,0,0,0,202.9,97,153.8,104,113.5,92,9,3,3,55.1
112,0,0,0,261.4,108,154.5,102,130.9,90,11.6,2,1,66.59
88,0,0,0,73.3,86,161.4,82,239.6,76,8.2,3,4,39.17
122,0,1,27,253.7,84,229.2,109,190.5,123,9.2,5,7,73.66
61,0,0,0,45,108,151.3,74,152.9,94,9.8,6,2,30.04
87,0,0,0,231.3,105,171.7,108,67.7,136,13,6,1,60.47
176,0,0,0,47.4,125,167.8,90,163.1,107,10.5,8,2,32.5
30,0,0,0,227.4,88,182.5,100,191.7,134,12.5,3,0,66.18
95,0,1,22,40.9,126,133.4,90,264.2,91,11.9,7,0,33.39
46,0,0,0,124.8,133,157.3,143,199.3,72,8.6,4,2,45.88
100,1,0,0,68.5,110,337.1,115,205.2,99,12.1,9,0,52.8
47,0,1,37,163.5,77,203.1,102,232,87,7.8,4,2,57.61
77,0,0,0,163,112,219.1,89,233.4,66,6.7,3,2,58.64
98,0,1,38,213.7,61,253,104,207.7,73,10.7,5,2,70.08
125,0,1,36,201.3,117,42.2,78,125.7,104,5.4,3,1,44.93
67,0,0,0,310.4,97,66.5,123,246.5,99,9.2,10,4,71.99
194,0,0,0,48.4,101,281.1,138,218.5,87,18.2,1,1,46.86
128,0,1,40,171.2,88,145.7,109,196.8,93,14,6,1,54.12
190,0,1,22,166.5,93,183,92,121,102,8.5,3,0,51.61
165,0,0,0,216.6,126,190.8,104,224.7,123,12.4,8,0,66.5
59,0,0,0,107.8,113,216.6,125,217.5,92,9.9,3,2,49.2
47,0,1,28,141.3,94,168,108,113.5,84,7.8,2,1,45.52
150,0,1,29,209.9,77,158,52,141.9,113,6.6,1,0,57.28
152,1,1,20,237.5,120,253.4,94,265.2,80,14.2,3,9,77.68
26,0,0,0,234.5,109,216.5,129,191.6,94,3.5,6,3,67.84
79,0,1,31,103.1,90,243,135,76.4,92,12.2,8,3,44.92
95,0,1,27,129.5,106,248.9,90,268,115,11.9,3,1,58.45
69,1,0,0,279.8,90,248.7,91,171,118,8.4,10,2,78.67
95,1,1,41,136.8,91,200.8,61,133.7,67,10.3,9,5,49.13
31,0,1,31,100.1,54,246.3,97,255,131,5.9,3,0,51.03
121,0,1,31,237.1,63,205.6,117,196.7,85,10.1,5,4,69.37
111,0,0,0,172.8,58,183.1,108,158.8,104,7.9,3,4,54.22
157,0,0,0,224.5,111,200.7,99,116.6,118,11.5,2,2,63.59
44,0,0,0,288.1,112,258,92,192.4,90,10.2,4,3,82.32
61,1,0,0,78.2,103,195.9,149,108,100,10.1,6,2,37.53
65,0,0,0,148.7,80,259,94,149.5,107,12.7,6,2,57.46
74,0,1,25,194.6,84,119.9,103,175.5,75,13.1,2,2,54.71
123,0,0,0,159.5,77,303.8,92,226.9,120,12,4,0,66.39
58,0,1,20,194.5,110,213.7,89,236.6,92,9.5,2,1,64.45
74,0,0,0,174.1,96,251.1,94,257.6,123,8.3,5,2,64.77
125,0,0,0,131.8,97,136.7,100,308.2,119,7.7,6,2,49.98
80,0,0,0,160.6,103,237,109,245.1,88,10.7,1,1,61.37
53,0,1,18,146.8,107,310,84,178.7,130,7.2,7,0,61.29
99,0,1,28,200.7,88,264.2,116,172.7,102,9.1,5,1,66.81
99,0,0,0,145.6,106,98.3,106,230.8,83,10.9,5,1,46.44
66,0,1,29,229.4,104,257.4,84,231.5,119,8,1,2,73.46
97,0,0,0,211,76,189,100,123,102,4.7,4,3,58.75
75,0,1,37,121.5,97,271.4,110,248.7,97,11.3,5,2,57.97
85,1,0,0,216,73,188.2,117,147.1,98,3.6,7,2,60.31
108,0,0,0,293,88,160.6,101,143.9,87,10,6,2,72.64
133,1,1,32,221.1,137,264.9,99,168.9,108,15.4,4,2,71.87
51,0,0,0,181.5,108,196.9,87,187.2,119,10.3,2,1,58.8
186,0,1,26,74.3,107,177.3,116,296.3,90,14.5,3,2,44.95
44,1,0,0,62.3,92,275,82,138.7,108,10.8,3,1,43.13
64,0,1,31,228.6,88,248.5,109,167.1,124,9,1,3,69.93
44,0,0,0,228.1,121,276.5,79,279.8,77,9.9,5,2,77.54
114,0,1,36,309.9,90,200.3,89,183.5,105,14.2,2,1,81.8
92,0,0,0,201.9,74,226.8,119,217.5,80,13.7,6,3,67.09
110,0,0,0,149.8,112,180,93,140,119,11.7,4,2,50.23
90,0,1,30,183.8,76,229.7,95,144.1,124,7.7,3,1,59.33
72,0,1,21,186.7,108,335,86,187.2,119,16.5,4,1,73.1
113,0,0,0,209.4,151,347.3,113,246,116,7.4,2,1,78.19
171,0,1,25,223.2,77,183.2,118,150.8,90,10.2,3,3,63.05
104,0,0,0,164.2,109,155.4,90,168.9,117,10.7,8,1,51.61
165,0,0,0,150.5,75,193.1,93,311.6,93,10.3,2,1,58.8
104,0,0,0,234.2,128,293.1,92,183.9,79,9.8,6,0,75.65
110,0,0,0,55.3,102,164.7,124,200.7,108,10.2,5,1,35.18
90,1,0,0,221.8,97,203.8,134,215.8,154,8.4,4,1,67.01
114,0,0,0,169.6,85,58.9,86,179.3,124,7.4,8,1,43.91
101,0,0,0,89.7,118,260.1,79,170.1,93,13.5,11,5,48.66
117,0,1,14,80.2,81,219,103,122.6,102,8.6,2,1,40.09
109,0,0,0,218.9,105,299.9,87,158.6,110,11.3,4,2,72.89
82,0,0,0,125.7,96,207.6,137,183.1,103,12.9,2,1,50.74
92,0,0,0,176.3,85,93.4,125,207.2,107,9.6,1,2,49.82
82,0,1,29,207.2,111,254.1,137,169.3,92,9.5,5,2,67.01
90,0,0,0,205.7,138,161.9,83,269.7,104,12.5,6,2,64.25
87,0,1,28,151.4,95,152.4,97,250.1,109,0,0,1,49.94
124,0,0,0,157.5,70,130.7,79,193.4,98,9.6,4,3,49.18
39,0,0,0,160.4,68,102.6,103,235.3,106,9.1,5,2,49.04
84,0,0,0,159,80,167.9,128,167.6,101,12.3,5,1,52.16
75,0,1,46,214.1,62,200.9,111,246.8,126,9.2,6,0,67.07
102,0,0,0,102.6,89,246,77,170.5,140,9.1,4,2,48.48
62,1,0,0,159.7,86,197.5,76,121.6,105,13.9,6,0,53.16
143,0,0,0,202.8,109,165.8,104,143.9,71,4.6,4,1,56.29
53,0,0,0,57.5,95,265.5,131,244.3,128,11.6,6,3,46.47
30,0,0,0,169.9,144,225.2,118,169.7,93,11.4,7,1,58.74
112,0,0,0,335.5,77,212.5,109,265,132,12.7,8,2,90.46
129,0,0,0,139.5,119,289.3,105,129.4,97,13.1,8,0,57.67
63,0,1,29,142.3,107,118.7,56,240.1,91,6.6,8,1,46.86
28,0,0,0,187.8,94,248.6,86,208.8,124,10.6,5,0,65.32
111,0,0,0,146.2,55,261.5,83,163.2,116,8.7,3,3,56.77
91,0,0,0,231.8,120,150.6,106,269.2,129,11.6,7,3,67.45
90,0,0,0,193.7,83,154.2,79,299,60,12.7,3,1,62.93
151,0,0,0,156.4,108,233.4,118,195.7,141,7.7,6,4,57.32
105,1,1,29,220.7,82,217.7,110,190.5,100,13.2,6,1,68.15
41,0,1,37,239.8,110,221.9,115,189.1,100,7.3,1,2,70.11
48,0,1,43,172,111,200.2,64,233.1,96,8,5,1,58.91
166,1,1,35,128.2,138,274.5,113,298.9,130,8.8,7,2,60.95
79,0,0,0,130.2,119,290.9,121,194.8,140,14,6,3,59.41
153,0,0,0,195.4,107,154.6,96,142.8,97,11.6,6,1,55.92
110,1,0,0,293.3,79,188.5,90,266.9,91,14.5,4,0,81.81
163,0,0,0,191.3,89,193.9,87,268.4,121,12.8,4,1,64.54
126,0,0,0,122.4,88,143.8,111,157,106,11.5,3,1,43.21
105,0,1,33,209.6,68,146.9,140,121,131,10.6,3,2,56.42
172,0,0,0,215.7,140,146.3,84,264.6,83,7.1,1,3,62.94
126,0,0,0,161.4,110,220.6,125,249.2,78,5.1,2,0,58.78
97,0,0,0,144.2,91,226.7,137,144.6,72,13.8,4,3,54.02
95,1,1,37,220.2,109,185.3,99,205.1,82,4.1,2,0,63.52
87,0,0,0,256.2,105,160.7,102,249.4,80,7.4,2,4,70.43
97,0,0,0,112.7,119,217.7,109,152.1,76,6.5,5,1,46.26
76,0,0,0,299.5,125,226.7,92,210.7,134,13.7,4,0,83.37
140,0,0,0,194.8,107,170.9,99,225.1,93,13.9,4,0,61.53
169,0,0,0,100.8,112,230,69,193.6,95,9.5,2,0,47.97
68,0,1,22,82.5,97,289.9,94,180,114,4.8,4,3,48.07
122,0,1,34,146.4,104,89.7,103,220,91,15.6,4,2,46.62
36,0,0,0,177.9,129,224.6,87,306.3,102,10.8,6,2,66.03
120,0,1,27,153.5,84,194,73,256.5,94,10.2,7,5,56.88
121,0,0,0,150.7,105,197.3,133,169,116,9.2,15,1,52.48
64,0,1,19,180.1,106,127.5,92,237.4,118,7.5,3,0,54.17
13,0,1,31,265.3,94,147.6,95,259.3,117,12.9,1,1,72.8
106,0,0,0,128.6,83,134,114,210.6,113,11.4,2,0,45.81
88,0,0,0,161.5,92,173.5,108,206.2,95,7.9,4,2,53.62
74,0,0,0,165.3,120,198.5,106,208.5,102,9.8,3,1,57
83,0,0,0,195,92,210.5,83,180.6,92,11,13,0,62.14
49,0,0,0,213.8,79,265.1,93,239.8,128,15.6,7,0,73.88
111,0,1,24,205.5,114,219.3,99,215.9,95,14,4,1,67.08
50,0,1,22,252.9,112,177.9,99,158.4,146,8.5,4,3,67.54
153,0,1,28,235.6,74,227.9,37,170.3,103,15.4,9,0,71.24
88,0,0,0,192,91,127.6,127,155.6,125,7.5,5,1,52.52
131,0,1,39,69.1,122,101.3,136,104.8,94,9.1,4,0,27.54
79,0,0,0,261.7,97,210.6,48,256.7,83,6,3,3,75.56
140,0,0,0,235.5,81,257.2,130,103.1,111,11.5,4,2,69.65
105,0,0,0,213.4,100,204.9,52,179.7,93,9.5,6,1,64.36
54,0,1,39,206.9,143,127.8,72,199.2,120,9.2,1,3,57.47
87,0,1,22,263.8,65,103.4,115,208.1,109,8.5,3,3,65.3
96,0,1,31,183.4,126,195.5,106,180.1,93,10.5,5,1,58.74
79,0,0,0,157.6,85,194.1,92,231.5,86,9.4,10,5,56.25
55,0,0,0,175.6,147,161.8,118,289.5,55,9.3,4,0,59.14
130,0,0,0,242.5,101,102.8,114,142.4,89,9.3,2,2,58.89
34,0,0,0,151,102,131.4,101,186.6,86,9.9,7,0,47.91
139,0,0,0,138.1,103,164.5,100,134.9,63,8.3,2,1,45.77
109,0,0,0,264.7,69,305,120,197.4,86,9.5,9,1,82.38
65,0,1,31,282.3,70,152,89,225.5,93,12,4,1,74.3
63,0,0,0,211.2,80,237.7,93,259.2,58,12.3,2,0,71.08
152,0,0,0,197.1,126,130.1,76,78.1,100,7.4,4,3,50.08
147,0,0,0,205.3,95,166.7,128,240.6,84,7.8,4,1,62.01
112,0,1,22,181.8,110,228.1,123,262.7,141,9.2,4,2,64.6
120,0,0,0,252,120,150.2,106,151.8,96,9.6,1,2,65.03
27,0,0,0,193.8,102,118.9,104,135.9,124,9.2,3,0,51.66
171,0,0,0,231.2,135,188.7,74,206.9,124,12.3,1,1,67.97
101,0,1,33,200.1,108,188.9,122,205.1,90,15.5,4,0,63.5
32,0,1,26,266.7,109,232.3,107,212.8,98,16.3,4,1,79.07
3,0,1,36,118.1,117,221.5,125,103.9,89,11.9,6,2,46.8
151,0,0,0,175.3,106,144.3,87,160.2,88,11.8,5,0,52.47
60,0,0,0,125.1,99,248.8,62,211.3,79,11.2,3,3,54.95
119,0,0,0,176.8,90,224.7,81,204.6,77,7.5,15,1,60.4
43,0,0,0,241.9,101,129.4,121,264.8,104,5.9,3,1,65.63
42,0,0,0,241.2,134,116.5,114,152.2,91,10.6,4,0,60.61
84,0,0,0,217.1,99,236,68,118.3,120,9.4,4,1,64.83
65,0,0,0,195.4,110,181.2,109,178.5,105,8.9,4,0,59.05
75,1,0,0,222.4,78,327,111,208,104,8.7,9,1,77.32
116,0,0,0,189.5,90,189.8,118,205.8,83,13.1,2,1,61.15
107,0,0,0,123.1,100,158.4,82,256.1,82,9.3,5,0,48.42
189,0,1,38,256.7,98,150.5,120,123,87,11.4,3,3,65.05
123,0,0,0,159.1,94,241.6,119,202.4,120,6.5,1,1,58.46
110,0,0,0,100.1,90,233.3,93,204.4,57,11.1,8,3,49.05
63,0,1,32,30.9,113,187,113,230.8,101,8.6,7,1,33.86
176,0,0,0,223.2,76,214.4,131,154.4,80,10.1,2,3,65.84
108,0,0,0,187.4,101,199.9,126,216.1,107,12.6,8,1,61.97
13,0,1,21,315.6,105,208.9,71,260.1,123,12.1,3,3,86.38
71,0,0,0,277.5,104,131.8,121,126.9,101,8.2,2,1,66.3
88,0,0,0,189.8,111,197.3,101,234.5,111,14.9,3,2,63.61
137,0,0,0,147.2,119,192.8,91,172.7,105,10.2,4,1,51.93
82,0,0,0,185.8,36,276.5,134,192.1,104,5.7,7,4,65.27
92,0,1,29,155.4,110,188.5,104,254.9,118,8,4,3,56.07
165,0,0,0,154.2,91,268.6,108,188.8,99,10.9,4,6,60.48
96,0,0,0,97.6,98,105.5,118,220.2,105,11.6,9,1,38.6
156,0,0,0,178.8,94,178.4,97,169.2,77,7.5,3,1,55.2
63,0,0,0,149.3,104,273.6,75,206.6,72,9.1,4,0,60.4
37,0,0,0,206,89,186,88,307.1,86,8.4,11,0,66.92
98,0,0,0,216.8,86,190.8,114,187.5,79,11,9,0,64.49
121,0,0,0,103.3,110,129.1,82,167.1,113,10.7,3,0,38.94
94,0,0,0,139.4,95,159.1,92,128.2,129,7.7,3,0,45.07
99,0,0,0,191.2,110,163.9,102,243.6,114,14.1,3,1,61.2
163,0,1,23,160,104,189.4,64,229.9,118,10.4,7,1,56.46
161,0,0,0,221.7,95,193,82,194.1,113,6.5,4,3,64.59
99,0,0,0,62.9,81,231,64,168.9,121,8.5,5,1,40.23
108,0,0,0,215.6,78,195.3,119,194.4,65,3.6,5,1,62.97
84,0,1,42,165.3,97,223.5,118,260.8,72,7.6,7,3,60.89
83,1,1,32,94.7,111,154.4,98,200.4,109,10.6,6,2,41.1
139,0,0,0,203.2,81,152.5,99,197.8,76,9.7,3,2,59.02
69,0,0,0,195.3,70,216.7,108,259.9,119,12.5,4,3,66.7
129,0,0,0,143.7,114,297.8,98,212.6,86,11.4,8,4,62.39
106,0,0,0,114.4,104,78.3,101,232.7,78,0,0,2,36.58
158,0,0,0,222.8,101,203,128,210.6,106,6.9,2,2,66.48
168,0,1,22,175.9,70,211.7,105,174.5,81,7.3,5,2,57.71
115,1,0,0,249.9,95,242.5,104,151.7,121,15.3,6,1,74.05
57,1,1,30,234.5,130,195.2,116,268.8,94,11.4,4,2,71.64
67,0,0,0,210.7,116,219.2,86,179.7,83,7.2,6,1,64.48
127,0,0,0,182.3,124,169.9,110,184,116,9.3,3,1,56.22
78,0,0,0,190.3,88,194.5,89,256.5,109,11.7,5,2,63.58
100,0,1,38,177.1,88,163.7,108,242.7,72,7.4,2,0,56.94
103,0,1,36,87.2,92,169.3,110,166.7,80,10.9,5,6,39.65
113,0,0,0,215.6,96,193.4,127,105.4,115,13.5,3,1,61.48
78,0,0,0,137.4,109,237.6,49,206.7,136,14,11,3,56.64
129,0,1,36,192.8,103,177,83,216.5,118,16.4,5,1,62
57,0,0,0,149.3,100,200.2,110,231.7,101,11.9,3,2,56.04
82,0,0,0,143.7,116,170.7,99,287.7,95,7.8,5,1,54
64,0,0,0,224.8,111,190,101,221.4,110,9.2,2,1,66.81
86,0,1,39,261.2,122,214.2,101,154.9,101,12.7,5,2,73.01
151,0,1,26,196.5,98,175.8,111,221.8,124,13.4,5,0,61.95
94,0,0,0,271.2,105,202.6,105,221.6,51,11.5,3,3,76.4
90,0,0,0,207.2,121,292.5,104,226.3,103,8,1,2,72.42
48,0,0,0,300.4,94,133.2,103,197.4,94,7.2,5,2,73.21
85,0,1,37,229.6,123,132.3,90,211.9,76,9.5,8,2,62.39
93,1,1,20,187.5,110,169.8,94,175.3,127,12.1,4,1,57.47
169,1,0,0,57.1,98,199.7,78,274.7,103,6.5,6,3,40.8
68,0,0,0,162.1,86,155,86,189.7,87,11,9,5,52.25
91,1,0,0,145,89,175.8,102,223.7,151,16.7,3,2,54.17
68,0,0,0,159.5,123,240.8,93,210.3,76,11.4,3,1,60.13
101,0,0,0,190.7,72,208.6,103,203.8,111,8.8,8,1,61.7
67,0,1,20,230.6,40,189.1,58,162.2,115,9.4,2,1,65.11
66,0,0,0,34,133,278.6,61,129.6,120,11.5,3,0,38.4
116,0,1,17,193.4,112,240.6,131,248.1,98,11.4,3,5,67.57
158,0,0,0,202,126,163.5,86,195.4,84,10.4,6,1,59.84
