School_ID,Legacy_Unit_ID,Finance_ID,Short_Name,Long_Name,Primary_Category,Is_High_School,Is_Middle_School,Is_Elementary_School,Is_Pre_School,Summary,Administrator_Title,Administrator,Secondary_Contact_Title,Secondary_Contact,Address,City,State,Zip,Phone,Fax,CPS_School_Profile,Website,Facebook,Twitter,Youtube,Pinterest,Attendance_Boundaries,Grades_Offered_All,Grades_Offered,Student_Count_Total,Student_Count_Low_Income,Student_Count_Special_Ed,Student_Count_English_Learners,Student_Count_Black,Student_Count_Hispanic,Student_Count_White,Student_Count_Asian,Student_Count_Native_American,Student_Count_Other_Ethnicity,Student_Count_Asian_Pacific_Islander,Student_Count_Multi,Student_Count_Hawaiian_Pacific_Islander,Student_Count_Ethnicity_Not_Available,Statistics_Description,Demographic_Description,Dress_Code,PreK_School_Day,Kindergarten_School_Day,School_Hours,Freshman_Start_End_Time,After_School_Hours,Earliest_Drop_Off_Time,Classroom_Languages,Bilingual_Services,Refugee_Services,Title_1_Eligible,PreSchool_Inclusive,Preschool_Instructional,Significantly_Modified,Hard_Of_Hearing,Visual_Impairments,Transportation_Bus,Transportation_El,Transportation_Metra,School_Latitude,School_Longitude,Average_ACT_School,Mean_ACT,College_Enrollment_Rate_School,College_Enrollment_Rate_Mean,Graduation_Rate_School,Graduation_Rate_Mean,Overall_Rating,Rating_Status,Rating_Statement,Classification_Description,School_Year,Third_Contact_Title,Third_Contact_Name,Fourth_Contact_Title,Fourth_Contact_Name,Fifth_Contact_Title,Fifth_Contact_Name,Sixth_Contact_Title,Sixth_Contact_Name,Seventh_Contact_Title,Seventh_Contact_Name,Network,Is_GoCPS_Participant,Is_GoCPS_PreK,Is_GoCPS_Elementary,Is_GoCPS_High_School,Open_For_Enrollment_Date,Closed_For_Enrollment_Date
"609,810","2,380","22,321",BRIDGE,Norman A Bridge Elementary School,ES,false,true,true,true,"Bridge is a neighborhood school noted for its high-achieving academic program and dedicated staff. In 2007 Bridge School earned the CPS “Exemplary Achievement Award” for five years of consecutive gains on the Illinois Standard Achievement Test. Chicago magazine (October, 2010 issue) named Bridge a “Promising Places” school in its 121 Great Public Schools issue.",Principal,Rita Maria Ortiz,Assistant Principal,Mr. Robert Guercio,3800 N NEW ENGLAND AVE,Chicago,Illinois,"60,634","7,735,343,718","7,735,343,612",http://cps.edu/Schools/Pages/school.aspx?SchoolID=609810,http://bridge.cps.edu,,,,,true,"PK,K,1,2,3,4,5,6,7,8","PK,K-8","1,148",759,141,324,19,589,474,40,3,0,0,16,2,5,There are 1148 students enrolled at BRIDGE.  66.1% are Low Income Students.  12.3% are Diverse Learners.  28.2% are Limited English Learners.,The largest demographic at BRIDGE is Hispanic.  This demographic makes up 51.3% of the student population.  The second greatest demographic is White at 41.3%.,true,Half Day,Full Day,"08:00 AM-3:00 PM(PK-4),7:45 AM-2:45 PM(5-8)",,3:00 PM-4:00 PM,7:30 AM (K-8),"Polish, Spanish",true,,true,Y,,,,,"80, 90",,,41.949114,-87.798669,,,,,,,Level 1,GOOD STANDING,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2019-2020,Assistant Principal,Ms. Jacqueline Grimaldo,School Clerk,Ms. Lissett Urso,School Clerk Junior High,Charlene Ayala,,,,,Network 1,true,false,true,false,09/01/2004 12:00:00 AM,
"609,818","2,450","22,401",BURBANK,Luther Burbank Elementary School,ES,false,true,true,true,"Burbank is recognized as a model school within its region. Burbank offers General, Special Education and Bilingual Education for qualified students.Technology plays a starring role at our school. Burbank has two computer labs and Internet access throughout the school. Association, University of Illinois at Chicago and Merit Music Association, for string music instruction. Parent involvement includes ESL, GED, Mentoring and parent organizations",Principal,Hiram Broyls,Assistant Principal,Maria Taneff,2035 N MOBILE AVE,Chicago,Illinois,"60,639","7,735,343,000","7,735,343,338",http://cps.edu/Schools/Pages/school.aspx?SchoolID=609818,https://www.burbankschool.org,,,,,true,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",849,784,118,420,43,778,21,4,3,0,0,0,0,0,There are 849 students enrolled at BURBANK.  92.3% are Low Income Students.  13.9% are Diverse Learners.  49.5% are Limited English Learners.,The largest demographic at BURBANK is Hispanic.  This demographic makes up 91.6% of the student population.  The second greatest demographic is Black at 5.1%.,true,Full and Half Day,Full Day,7:30 AM-2:30 PM,,3:00 PM - 4:00 PM,7:15 AM,Spanish for Heritage Speakers,true,,true,,,true,,,86,,Milwaukee District West (MD-W),41.917598,-87.7827,,,,,,,Level 1+,GOOD STANDING,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2019-2020,Assistant Principal,Dewain Thames,Literacy Coach,Patricia Fortune,,,,,,,Network 3,true,false,true,false,09/01/2004 12:00:00 AM,
"610,176","5,930","25,381",SHOOP,John D Shoop Math-Science Technical Academy ES,ES,false,true,true,true,"John D. Shoop is a math and science academy, dedicated to providing rigorous academics and an engaging extracurricular program for our students to be prepared for college and career. Partnerships include the Shoop 49ers Alumni, Morgan Park Roots, Beth Eden, Arnett Chapel, Mount Calvary Baptist Church, University of Illinois Extension Program, Concerned Christian Men, and Illinois Math and Science Academy (IMSA).",Principal,Mrs.Natasha M Topps,Assistant Principal,Mrs. Natasha Topps,11140 S BISHOP ST,Chicago,Illinois,"60,643","7,735,352,715","7,735,352,714",http://cps.edu/Schools/Pages/school.aspx?SchoolID=610176,https://cps.edu/shoop,,,,,true,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",455,431,82,3,444,6,1,0,3,0,0,1,0,0,There are 455 students enrolled at SHOOP.  94.7% are Low Income Students.  18% are Diverse Learners.  0.7% are Limited English Learners.,The largest demographic at SHOOP is Black.  This demographic makes up 97.6% of the student population.  The second greatest demographic is Hispanic at 1.3%.,true,Half Day,Full Day,07:45 AM-02:45 PM,,,7:35 AM,,,,true,,,,,,"111, 112",Red,,41.690919,-87.658669,,,,,,,Level 1,GOOD STANDING,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2019-2020,,,,,,,,,,,Network 13,true,false,true,false,09/01/2004 12:00:00 AM,
"609,899","3,150","23,051",EBINGER,Christian Ebinger Elementary School,ES,false,true,true,false,Ebinger School offers a Fine and Performing Arts Magnet Cluster program where the arts are integrated into various academic areas. Ebinger has a strong academic program and many extracurricular activities for all children including those with special needs. Ebinger parents are involved in many school activities.,Principal,Mrs.Serena Peterson Klosa,Assistant Principal,Kiersten Nanavati,7350 W PRATT AVE,Chicago,Illinois,"60,631","7,735,341,070","7,735,341,088",http://cps.edu/Schools/Pages/school.aspx?SchoolID=609899,https://ebingerschool.org,,https://twitter.com/EbingerSchool,,,true,"K,1,2,3,4,5,6,7,8",K-8,876,129,122,42,4,99,727,20,1,0,0,13,1,11,There are 876 students enrolled at EBINGER.  14.7% are Low Income Students.  13.9% are Diverse Learners.  4.8% are Limited English Learners.,The largest demographic at EBINGER is White.  This demographic makes up 83% of the student population.  The second greatest demographic is Hispanic at 11.3%.,false,,Full Day,8:30 AM-3:30 PM,,,,,,,false,,,,,,"90N, 68",Blue,Union Pacific Northwest (UP-NW),42.004408,-87.81117,,,,,,,Level 1+,GOOD STANDING,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2019-2020,IB Coordinator,Jill Randinelli,,,,,,,,,ISP,true,false,true,false,09/01/2004 12:00:00 AM,
"400,143","9,603","66,627",YCCS - WEST TOWN,YCCS-West Town Acad Alternative HS,HS,true,false,false,false,YCCS-West Town Academy,Director,Ms. Diane Rodriguez,Principal,Diane Rodriguez,500 N SACRAMENTO BLVD,Chicago,Illinois,"60,612","3,125,639,044","3,125,639,672",http://cps.edu/Schools/Pages/school.aspx?SchoolID=400143,http://westtownacademy.org,https://www.facebook.com/WestTownAcademy/,,,,false,"9,10,11,12",9-12,118,112,24,9,73,39,0,0,2,0,0,0,0,4,There are 118 students enrolled at YCCS - WEST TOWN.  94.9% are Low Income Students.  20.3% are Diverse Learners.  7.6% are Limited English Learners.,The largest demographic at YCCS - WEST TOWN is Black.  This demographic makes up 61.9% of the student population.  The second greatest demographic is Hispanic at 33.1%.,true,,,8:00 AM - 4:00 PM,,,,,true,,true,,,,,,"9, 66","Blue, Green",,41.890803,-87.702053,,,18,67.2,,,Level 1,NOT APPLICABLE,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2019-2020,,,,,,,,,,,Options,false,false,false,false,07/01/2012 12:00:00 AM,
"609,929","3,450","23,281",FULTON,Robert Fulton Elementary School,ES,false,true,true,true,"Welcome to Fulton! We believe students have a positive impact on their world. The high performing, highly diverse Fulton staff contains the most outstanding educators hand-selected for their dedication, skills and commitment to students. Community partnerships have been established that have resulted in numerous positive media events and opportunities for the school.",Principal,Ms.Vasiliki Kleros,Assistant Principal,Michael Cox,5300 S HERMITAGE AVE,Chicago,Illinois,"60,609","7,735,359,000","7,735,359,464",http://cps.edu/Schools/Pages/school.aspx?SchoolID=609929,https://cps.edu/fulton,,,,,true,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",367,355,56,132,136,222,4,0,3,0,0,2,0,0,There are 367 students enrolled at FULTON.  96.7% are Low Income Students.  15.3% are Diverse Learners.  36% are Limited English Learners.,The largest demographic at FULTON is Hispanic.  This demographic makes up 60.5% of the student population.  The second greatest demographic is Black at 37.1%.,true,Half Day,Full Day,8:00 AM-3:00 PM,,3:00 PM -4:45 PM,7:30AM,,,,true,Y,,,,,"9, 51, 55",,,41.79758,-87.668436,,,,,,,Level 2+,GOOD STANDING,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2019-2020,,,,,,,,,,,Network 11,true,false,true,false,09/01/2004 12:00:00 AM,
"609,709","1,340","46,141",GAGE PARK HS,Gage Park High School,HS,true,false,false,false,"By fostering a culture that celebrates our cultural differences and builds strong relationships between members of the Gage Park School Community, Gage Park High School aims to mold the minds of young people and develop their capacity to be able to serve as world citizens. Within these walls the school community will maintain high expectations for all stakeholders.  Reflection and data based decision making will be the driving force to actively adjust to the needs of the school community until our ambitious goals are achieved. 
 
 
 
Gage Park High School mission is to invest in our future by working collaboratively to implement suitable programs to prepare students to excel in their future endeavors as it relates to college and technical careers. 
 
 
CORE BELIEFS & VALUES 
 
RESPECT: We interact with integrity and with the best intentions in order to promote a positive learning environment.  
 
TEAM WORK: We value each others' strengths, are open to change, and work together to productively solve problems. 
 
INDOCTRINATE: We strive to maintain an intellectually and emotionally engaging environment conducive to lifelong learning.  
 
FAMILY AND COMMUNITY ENGAGEMENT: We always welcome equal and active partners in our student's education while promoting diversity and healthy lifestyles. 
 
DEDICATION: We are passionate about our work, value quality over quantity, and are willing to combat any challenges that our students face to prepare them to have a successful future.",Principal,Tamika Ball,Assistant Principal,Carmia Fuqua,5630 S ROCKWELL ST,Chicago,Illinois,"60,629","7,735,359,230","7,735,359,411",http://cps.edu/Schools/Pages/school.aspx?SchoolID=609709,https://gageparkhs.org,https://www.facebook.com/GageParkHS,https://twitter.com/GageParkHS,,,false,"9,10,11,12",9-12,327,320,69,96,105,219,1,0,0,0,0,1,1,0,There are 327 students enrolled at GAGE PARK HS.  97.9% are Low Income Students.  21.1% are Diverse Learners.  29.4% are Limited English Learners.,The largest demographic at GAGE PARK HS is Hispanic.  This demographic makes up 67% of the student population.  The second greatest demographic is Black at 32.1%.,true,,,9:00 AM - 4:04PM,9:00 AM - 4:15 PM,4:15 PM -6:00 PM,8:30 AM,"Spanish, Spanish for Heritage Speakers",true,true,true,,,,,,"49, 55, 94",Green,,41.791013,-87.688954,,,42.9,67.2,72.2,78.9,Level 2,INTENSIVE SUPPORT,"This school received a Level 2 rating, which is a low rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2019-2020,Counselor's Office,Andrea Allen-Moore,Administrator-Special Services,Akilah Lowe,Dean of Students,Lorraine Hicks,Attendance,Attendance Clerk-Suzanna Gutierrez,Sports Coordinator,Israel Navarro,Network 16,true,false,false,true,09/01/2004 12:00:00 AM,
"610,394","2,210","26,861",UPLIFT HS,Uplift Community High School,HS,true,false,false,false,"Uplift Community High School is a college preparatory high school established in 2005. Located on the shores of Lake Michigan, in the diverse Uptown neighborhood, students have the ability to learn in an environment and high school unlike any other. Our beautiful facility and campus is located just blocks from Harry S. Truman College, one of the City Colleges of Chicago, where students can take college level courses during the school day. Students have the opportunity to request a modified class schedule that enables them to earn both high school and college credit simultaneously. Students also have the opportunity to earn credentials in our CTE teaching academy. 
 Our school was founded on the principles of social justice and we seek to produce graduates who are well informed and who have the ability to impact their communities, our city, our nation and ultimately the world for the greater good of humanity. Uplift students are game changers and have left their mark in society. 
  Uplift is Uptown's High School!",Principal,Dr.Tyrese L Graham,Assistant Principal,Mrs. Jennifer White,900 W WILSON AVE,Chicago,Illinois,"60,640","7,735,342,875","7,735,342,876",http://cps.edu/Schools/Pages/school.aspx?SchoolID=610394,http://uplifths.cps.edu,,https://twitter.com/Uplift_High,,,false,"9,10,11,12",9-12,124,113,66,20,80,24,7,10,2,0,0,1,0,0,There are 124 students enrolled at UPLIFT HS.  91.1% are Low Income Students.  53.2% are Diverse Learners.  16.1% are Limited English Learners.,The largest demographic at UPLIFT HS is Black.  This demographic makes up 64.5% of the student population.  The second greatest demographic is Hispanic at 19.4%.,true,,,8:30  AM - 3:38  PM,8:30 a.m. - 3:38 p.m.,3:38 p.m. - 6:00  p.m. (M-Th),,"Spanish, Spanish for Heritage Speakers",true,false,true,,,true,,,"78, 81, 136, 144, 145, 146, 148, 151","Purple, Red",,41.965547,-87.652473,,,76.9,67.2,81,78.9,Level 2,INTENSIVE SUPPORT,"This school received a Level 2 rating, which is a low rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .",These schools limit their student populations to 600. This provides a more intimate and personalized learning experience.,School Year 2019-2020,Director of Culture & Climate,Mr. Robert Wallace,Guidance Counselor,Ms. Katherine Ford,,,,,,,Network 14,true,false,false,true,09/01/2005 12:00:00 AM,
"609,695","1,210","46,031",AMUNDSEN HS,Roald Amundsen High School,HS,true,false,false,false,"Amundsen High School, situated within the beautiful 40-acre Winnemac Park campus, provides every student with a rigorous, authentic, and culturally diverse high school experience. In addition to our International Baccalaureate (IB) Programme, we offer Advanced Placement (AP), Career and Technical Education (CTE), Advancement Via Individual Determination (AVID), honors courses, and award-winning arts programs. Students also have access to a wide variety of extracurricular clubs and activities, including 25 varsity interscholastic sports.",Principal,Anna Pavichevich,Assistant Principal,Ms. Kristi Eilers,5110 N DAMEN AVE,Chicago,Illinois,"60,625","7,735,342,320","7,735,342,330",http://cps.edu/Schools/Pages/school.aspx?SchoolID=609695,http://www.amundsenhs.org,,http://www.twitter.com/amundsen_hs,,,true,"9,10,11,12",9-12,"1,374",951,215,124,139,760,293,133,7,0,0,37,5,0,There are 1374 students enrolled at AMUNDSEN HS.  69.2% are Low Income Students.  15.6% are Diverse Learners.  9% are Limited English Learners.,The largest demographic at AMUNDSEN HS is Hispanic.  This demographic makes up 55.3% of the student population.  The second greatest demographic is White at 21.3%.,true,,,7:45  AM - 3:00  PM,7:45 a.m. - 3:00 p.m.,3:00 p.m. - 6:00 p.m.,7:00 a.m.,"French, Spanish",true,true,true,,,true,,,"50, 92",Brown,,41.975067,-87.679484,,,76.6,67.2,83.1,78.9,Level 1+,GOOD STANDING,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2019-2020,Assistant Principal,Mr. Minh Nguyen,Assistant Principal,Ms. Cybill Ortiz,,,,,,,ISP,true,false,false,true,09/01/2004 12:00:00 AM,
"610,244","6,620","41,051",CLARK HS,Michele Clark Academic Prep Magnet High School,HS,true,false,false,false,"Clark is an Early College Science, Technology, Engineering and Math School (ECSS), which enables students to earn both a high school diploma and college credits. Cisco is Clark’s ECSS partner.",Principal,Charles Anderson Jr,Other,Ms. Carmen Mahon,5101 W HARRISON ST,Chicago,Illinois,"60,644","7,735,346,250","7,735,346,292",http://cps.edu/Schools/Pages/school.aspx?SchoolID=610244,https://micheleclark.org,,https://twitter.com/MClarkEagles,http://www.youtube.com/mclarkeagles,,false,"9,10,11,12",9-12,525,506,97,11,508,16,0,0,1,0,0,0,0,0,There are 525 students enrolled at CLARK HS.  96.4% are Low Income Students.  18.5% are Diverse Learners.  2.1% are Limited English Learners.,The largest demographic at CLARK HS is Black.  This demographic makes up 96.8% of the student population.  The second greatest demographic is Hispanic at 3%.,true,,,7:45 AM - 3:09 PM,7:45 AM - 3:09 PM,3:00 PM- 6:30 PM,6:30 AM,Spanish,false,false,true,,,true,,,"7, 57, 126","Blue, Green",,41.872885,-87.753325,,,51.5,67.2,83.7,78.9,Level 2,PROVISIONAL SUPPORT,"This school received a Level 2 rating, which is a low rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .",Schools that specialize in a specific subject area. Acceptance based on application and random lottery.,School Year 2019-2020,Assistant Principal,Ms. Anna Taglia,,,,,,,,,ISP,true,false,false,true,09/01/2004 12:00:00 AM,
"609,865","2,870","22,811",JORDAN,Jordan Elementary Community School,ES,false,true,true,true,"Jordan offers a Math and Science Magnet Program implementing the Go Math program through 6th grade. Grades 7-8 feature the Big Ideas Math Program CMSI endorsed. Jordan features a science lab, greenhouse, library, computer lab, and wireless Internet access. Partners include Loyola University, Youth Guidance, (WITS), Police Dist 24, Chicago Run, Howard Area Comm Center, and the James Jordan Fund.",Principal,Gilberto Piedrahita,Assistant Principal,Barbara Karrel,7414 N WOLCOTT AVE,Chicago,Illinois,"60,626","7,735,342,220","7,735,342,231",http://cps.edu/Schools/Pages/school.aspx?SchoolID=609865,https://jordan.cps.edu,https://www.facebook.com/JordanCommunitySchool,,,,true,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",497,478,85,258,137,288,32,13,2,0,0,7,5,13,There are 497 students enrolled at JORDAN.  96.2% are Low Income Students.  17.1% are Diverse Learners.  51.9% are Limited English Learners.,The largest demographic at JORDAN is Hispanic.  This demographic makes up 57.9% of the student population.  The second greatest demographic is Black at 27.6%.,true,Full and Half Day,Full Day,08:00 AM-03:00 PM,,3:00 PM - 4:30 PM,8:00 AM,Spanish,true,,true,,,,,,"22, 97, 201, 206","Purple, Red, Yellow",,42.017088,-87.677763,,,,,,,Level 1+,GOOD STANDING,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2019-2020,Social Worker,Catherine Mizicko,Counselor,Kristal Yoon,,,,,,,Network 2,true,false,true,false,09/01/2004 12:00:00 AM,
"610,067","4,760","24,451",MCKAY,Francis M McKay Elementary School,ES,false,true,true,true,"McKay is a community school that places a strong focus on reading, math, science, and writing. Early Childhood, PBIS, and AVID strategy supports are in place to help provide our students optimal learning opportunities in preparation for academic success and higher education. Technology is integrated into the curriculum across content areas.",Principal,Dawn Prather Hawk,Other,"Nancy R. Mays,",6901 S FAIRFIELD AVE,Chicago,Illinois,"60,629","7,735,359,340","7,735,359,443",http://cps.edu/Schools/Pages/school.aspx?SchoolID=610067,https://mckayschool.org,,,,,true,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",707,681,106,99,540,158,5,0,1,0,0,3,0,0,There are 707 students enrolled at MCKAY.  96.3% are Low Income Students.  15% are Diverse Learners.  14% are Limited English Learners.,The largest demographic at MCKAY is Black.  This demographic makes up 76.4% of the student population.  The second greatest demographic is Hispanic at 22.3%.,true,Half Day,Full Day,08:15 AM-03:15 PM,,3:30 PM - 6:00 PM,8:00 AM,,,,true,Y,,true,,,"49, 94",,,41.768143,-87.691787,,,,,,,Level 1,GOOD STANDING,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2019-2020,,,,,,,,,,,Network 10,true,false,true,false,09/01/2004 12:00:00 AM,
"610,108","5,230","24,801",OTOOLE,Luke O'Toole Elementary School,ES,false,true,true,true,"O’Toole is an intensive support Chicago Math & Science Initiative School. Academic programs provide oppotunities for students to learn the rudiments of basic social skills as well as writing, reading, and mathematics. O’Toole strives to provide a warm and nurturing environment that ensures all students are given the tools they need to succeed.",Principal,King N Hall,Assistant Principal,Frank David Morris III,6550 S SEELEY AVE,Chicago,Illinois,"60,636","7,735,359,040","7,735,359,093",http://cps.edu/Schools/Pages/school.aspx?SchoolID=610108,https://otoolelions.org,,,,,true,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",329,322,40,29,272,48,2,0,0,0,0,7,0,0,There are 329 students enrolled at OTOOLE.  97.9% are Low Income Students.  12.2% are Diverse Learners.  8.8% are Limited English Learners.,The largest demographic at OTOOLE is Black.  This demographic makes up 82.7% of the student population.  The second greatest demographic is Hispanic at 14.6%.,true,Half Day,Full Day,08:45 AM-03:45 PM,,,,,,,true,,,,,,"48, 63",Orange,,41.774571,-87.674865,,,,,,,Level 2+,GOOD STANDING,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2019-2020,,,,,,,,,,,Network 11,true,false,true,false,09/01/2004 12:00:00 AM,
"610,127","5,410","24,941",PETERSON,Mary Gage Peterson Elementary School,ES,false,true,true,true,"Peterson offers an instructional program that is differentiated for all students. Music, including band, choir, musicals, and an orchestra are available. We also have a comprehensive athletic program. We place an emphasis on student leadership and empowerment through our middle school model. Our academics focus on preparing students for selective high schools. Our mission is to produce college graduates, community leaders, and cultural ambassadors.",Principal,Ms.Elsie Kathleen Kane,Assistant Principal,Yalil Nieves,5510 N CHRISTIANA AVE,Chicago,Illinois,"60,625","7,735,345,070","7,735,345,077",http://cps.edu/Schools/Pages/school.aspx?SchoolID=610127,http://www.peterson.cps.edu/,,https://twitter.com/MGPPrincipal,https://www.youtube.com/channel/UCNE99R5Ss7PZ_ZsU97kfjlw,,true,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",912,628,118,338,57,359,258,193,5,0,0,28,3,9,There are 912 students enrolled at PETERSON.  68.9% are Low Income Students.  12.9% are Diverse Learners.  37.1% are Limited English Learners.,The largest demographic at PETERSON is Hispanic.  This demographic makes up 39.4% of the student population.  The second greatest demographic is White at 28.3%.,false,Half Day,Full Day,08:45 AM-03:45 PM,,,8:20 AM,,true,true,true,Y,,,,,82,,,41.981557,-87.712583,,,,,,,Level 1,GOOD STANDING,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2019-2020,,,,,,,,,,,Network 1,true,false,true,false,09/01/2004 12:00:00 AM,
"609,853","2,760","22,701",CHASE,Salmon P Chase Elementary School,ES,false,true,true,true,"Salmon P. Chase Elementary provides academic programming for students in grades Pre-K-8th grades which includes Dual Language, World Language, STEAM, and CS4ALL. Our mission is to develop students' love of learning, drive for excellence, and compassion for humanity.",Principal,Raquel Saucedo,Assistant Principal,Jonathan Bull,2021 N POINT ST,Chicago,Illinois,"60,647","7,735,344,185","7,735,344,727",http://cps.edu/Schools/Pages/school.aspx?SchoolID=609853,https://chase.cps.edu,https://www.facebook.com/Chasecps,https://twitter.com/Chasecps,,,true,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",414,351,112,169,25,338,45,3,1,0,0,2,0,0,There are 414 students enrolled at CHASE.  84.8% are Low Income Students.  27.1% are Diverse Learners.  40.8% are Limited English Learners.,The largest demographic at CHASE is Hispanic.  This demographic makes up 81.6% of the student population.  The second greatest demographic is White at 10.9%.,true,Full and Half Day,Full Day,08:15 AM-03:15 PM,,3:15 PM - 4:45 PM,8:00,"American Sign Language, Spanish, Spanish for Heritage Speakers",,,true,Y,Y,true,true,,"52, 73",Blue,,41.917993,-87.694562,,,,,,,Level 1+,GOOD STANDING,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2019-2020,PE Teacher,Jaime Militello,School Counselor,Elizabeth Rosenfeld,,,,,,,Network 4,true,false,true,false,09/01/2004 12:00:00 AM,
