State,County,FIPS,Total Population,"Percent White, not Hispanic or Latino","Percent Black, not Hispanic or Latino",Percent Hispanic or Latino,Percent Foreign Born,Percent Female,Percent Age 29 and Under,Percent Age 65 and Older,Median Household Income,Percent Unemployed,Percent Less than High School Degree,Percent Less than Bachelor's Degree,Percent Rural,Democratic,Republican,Party
MN,nicollet,27103,33226,90.0740384,2.862216337,4.165412629,4.084150966,50.08126166,42.26810329,13.98904472,61501,3.45421341,6.438107643,67.73968461,25.57215755,9632,5517,1
MN,nobles,27105,21729,61.23613604,4.174145152,26.05274058,20.28165125,48.77813061,42.26149386,15.38036725,53269,7.016457264,22.73150469,86.49287402,40.98606044,3185,3523,0
MN,norman,27107,6638,89.89153359,0.753238927,4.820729135,1.76257909,49.80415788,34.1970473,21.79873456,52083,3.428042001,9.737747206,84.32932072,100,1588,1049,1
MN,otter tail,27111,57694,93.3875273,1.263562935,3.10430894,2.378063577,49.74520747,33.19235969,22.31774535,53351,4.040924228,8.273547508,75.94299472,73.58951538,12002,14688,0
MN,pennington,27113,14156,91.21927098,1.511726476,3.383724216,1.723650749,49.69624188,38.61966657,16.67137609,51156,3.316326531,8.482972136,82.61093911,36.23115578,2582,2573,1
MN,pine,27115,29067,89.60677056,1.985068979,2.762582998,1.689200812,46.50978773,33.11315237,18.31630371,45379,6.559442633,10.94595878,86.21901415,89.30084034,5648,5528,1
MN,pope,27121,10975,96.66514806,0.446469248,1.184510251,0.974943052,49.49430524,32.59225513,23.08883827,55180,3.670705631,6.504781077,77.5289381,100,2851,2443,1
MN,ramsey,27123,531528,63.95222829,10.9420388,7.334514833,15.09798167,51.32279014,42.82239129,12.99235412,57717,6.472577917,9.707847317,58.99775399,0.187165775,182445,53101,1
MN,red lake,27125,4042,92.85007422,0.494804552,3.191489362,1.187530925,49.13409203,35.52696685,18.7283523,49800,3.966005666,7.921146953,84.98207885,100,900,709,1
MN,renville,27129,14995,89.42980994,0.300100033,7.642547516,2.70756919,49.29643214,34.32477492,20.38012671,54824,3.363402062,11.54868096,85.24387929,100,3194,2888,1
MN,rice,27131,65116,84.05000307,4.137232017,7.769211868,7.426746115,49.11849622,42.21850237,14.03956017,61683,4.339659668,9.94648504,72.76818292,25.93464501,16881,10604,1
MN,rock,27133,9554,94.52585305,0.785011514,2.574837764,1.76889261,51.1408834,36.67573791,20.41029935,52835,2.143446002,9.933774834,79.43939627,52.30721586,1452,2217,0
MN,roseau,27135,15609,92.76058684,0.717534756,1.063489013,3.645332821,48.75392402,37.46556474,15.63841374,54827,2.138540214,8.764066374,81.32748426,82.32132574,2517,3771,0
MN,saint louis,27137,200353,91.59583335,1.498854522,1.468907378,2.185143222,49.73771294,37.94402879,17.29647173,49395,5.790180859,6.493917007,72.24978866,37.11456055,66056,30293,1
MN,sibley,27143,14957,89.52330013,0.46800829,8.270375075,4.853914555,49.4885338,36.49127499,17.51688173,59596,4.219105837,10.24990238,83.26825459,100,3050,3337,0
MN,stearns,27145,153661,88.55597712,4.469579138,3.087966368,5.587624706,49.6586642,44.80642453,13.32153246,56977,4.759483372,7.919701847,74.05132983,36.93325898,31970,31821,1
MN,steele,27147,36541,87.64401631,2.865274623,7.213814619,3.448181495,50.54048877,38.69352234,15.82879505,58141,4.348271447,7.613151853,75.21318465,30.57195976,8192,7490,1
MN,stevens,27149,9762,89.7357099,0.665847162,4.578979717,4.169227617,49.96926859,46.92685925,16.85105511,55941,2.961574508,8.412032179,71.84330185,47.32675303,2290,1969,1
MN,swift,27151,9483,92.99799641,1.68722978,4.291890752,1.845407571,49.64673626,34.29294527,21.11146262,49956,3.340668134,11.39392125,82.69201976,67.3821936,2147,1793,1
MN,traverse,27155,3397,90.99205181,0.441566088,2.266705917,1.825139829,51.86929644,30.99793936,26.28790109,50333,4.437869822,9.251810137,81.85840708,100,825,665,1
MN,wabasha,27157,21327,94.92661884,0.150044544,2.874290805,1.355089792,50.17114456,34.59464529,18.80714587,58865,3.382302699,6.811536417,78.76129718,64.54142831,4961,4695,1
MN,wadena,27159,13755,94.92548164,0.792439113,1.715739731,0.785169029,50.49800073,36.78662305,21.88295165,42689,5.222222222,10.65897682,87.00202926,66.9869248,2044,3379,0
MN,waseca,27161,19034,89.43994956,2.584848166,5.668803194,3.378165388,52.7372071,37.46453714,16.15530104,53199,4.683278295,8.045278432,80.14130517,50.16199833,4035,3872,1
MN,washington,27163,248745,84.21315001,3.892741563,3.816358118,6.518723994,50.5143822,38.61705763,12.84005709,86689,3.963644811,4.033634659,57.69882675,14.46820304,78364,47785,1
MN,watonwan,27165,10996,74.79992725,0.636595126,22.63550382,11.1404147,50.76391415,37.74099673,19.20698436,50068,2.720513687,15.10500808,83.65643511,59.10266702,2200,1819,1
MN,wilkin,27167,6479,94.32011113,0.72542059,1.265627412,0.4784689,49.71446211,34.52693317,18.59854916,52963,1.975235849,7.664075993,78.6701209,50.13686131,1251,1243,1
MN,wright,27171,129922,93.10663321,1.139145025,2.695463432,2.880959345,49.68365635,41.62035683,11.17593633,75705,4.389567224,5.768514178,73.23933504,32.50761828,26821,30572,0
MT,big horn,30003,13214,28.04601181,0.098380506,5.229302255,1.415165733,50.64325715,50.06810958,11.03375208,44136,16.82995101,13.70571846,84.26429614,71.90827827,3027,1558,1
MT,blaine,30005,6609,46.69390225,0.226963232,2.390679377,1.331517627,50.32531397,45.09002875,14.19276744,36875,14.20548398,10.59965165,80.41801443,100,1961,982,1
MT,broadwater,30007,5692,93.74560787,0.175685172,1.229796205,2.670414617,48.55938159,31.30709768,20.53759663,50946,5.613908004,6.392694064,72.69887046,100,1071,2086,0
MT,carbon,30009,10340,94.78723404,0.00967118,2.379110251,1.276595745,49.99032882,28.14313346,22.74661509,52869,3.743112293,6.142693628,70.83810251,100,2680,3209,0
MT,carter,30011,1295,96.6023166,0,1.38996139,0.077220077,51.73745174,30.81081081,24.94208494,46985,2.65625,7.991587802,82.86014721,100,128,602,0
MT,cascade,30013,82049,86.1265829,1.156625919,4.086582408,1.997586808,49.7276018,39.73235506,17.08613146,45469,5.013178976,8.344765343,74.05956679,19.82121559,17435,15566,1
MT,custer,30017,11980,92.73789649,0.358931553,2.946577629,1.343906511,49.92487479,37.16193656,18.50584307,50146,2.165506574,8.596849826,80.14909222,17.90751346,1942,2762,0
MT,daniels,30019,1787,96.8662563,0,2.126468942,3.693340795,50.86737549,29.8265249,24.06267487,51108,2.030456853,5.171102662,76.27376426,100,281,631,0
MT,dawson,30021,9431,92.88516594,0.657406426,2.788675644,1.357226169,47.24843601,37.30251299,16.85929382,57591,2.181138346,7.488108025,81.09559613,27.57082311,1233,2700,0
MT,deer lodge,30023,9176,90.74760244,0.348735833,3.073234525,1.8744551,46.78509154,29.98038361,20.89145597,39212,3.727180527,10.53631448,84.1005407,33.64164336,2892,1208,1
MT,fallon,30025,2913,94.47305184,1.304497082,1.716443529,1.338825953,47.64847237,38.0363886,15.82560934,50114,2.891263356,3.842264914,85.23761375,100,281,951,0
MT,fergus,30027,11429,94.45270802,0.157494094,0.822469157,1.767433721,49.68938665,31.86630501,22.6878992,42357,3.029762966,6.882591093,71.39795189,47.43656137,1964,3640,0
MT,flathead,30029,94696,93.31967559,0.24710653,2.552378136,2.019092676,50.07075272,35.31194559,17.01550224,48407,6.528746287,5.474496563,71.07500301,51.48469118,19652,26759,0
MT,gallatin,30031,97958,92.59070214,0.360358521,3.139100431,3.131954511,48.43810613,44.8743339,11.15375977,57021,5.267075155,3.21580282,51.9810056,33.54261392,33251,21248,1
MT,glacier,30035,13695,31.3253012,0.26286966,2.818546915,1.657539248,50.91639284,48.16356334,11.06973348,29181,10.78983117,10.18645977,81.7419597,44.01074707,3754,1153,1
MT,golden valley,30037,730,90.2739726,0,6.712328767,0.684931507,52.87671233,24.38356164,24.52054795,44000,2.535211268,6.631762653,76.43979058,100,130,303,0
MT,granite,30039,3212,94.70734745,0.062266501,1.99252802,1.369863014,48.69240349,26.05853051,28.42465753,48688,7.407407407,10.51985264,74.98976668,100,695,1046,0
MT,hill,30041,16529,70.76653155,0.018149918,3.273035271,1.131344909,49.45247746,44.65484905,13.8665376,42979,5.297311614,9.502086771,76.51169562,40.00372763,3729,2434,1
MT,judith basin,30045,1981,97.07218576,0,1.514386673,1.261988894,47.80413932,25.03785967,23.67491166,45347,2.894211577,5.148005148,68.66151866,100,388,752,0
MT,liberty,30051,2292,96.81500873,0,0.741710297,1.396160558,50.39267016,33.63874346,22.29493892,46597,5.486044273,20.84095064,81.59658745,100,365,586,0
MT,lincoln,30053,19268,93.35167116,0.057089475,2.678015362,2.345858418,49.97405024,27.97903259,24.82873158,35461,11.57057135,11.89107827,81.04132458,79.79377254,2902,6137,0
MT,mccone,30055,1678,92.19308701,0,0.893921335,0.357568534,45.53039333,31.64481526,22.82479142,42330,0.943396226,6.92431562,83.57487923,100,227,773,0
MT,meagher,30059,1960,95.86734694,0,1.93877551,1.071428571,52.19387755,31.53061224,22.14285714,39032,2.965235174,7.51565762,78.77522617,100,319,629,0
MT,mineral,30061,4223,97.27681743,0.047359697,1.326071513,1.894387876,48.96992659,27.98958087,26.71086905,37143,6.853396901,12.63225393,87.33568451,100,785,1181,0
MT,musselshell,30065,4778,92.8840519,0.23022185,2.658015906,1.841774801,50.31393889,32.14734198,21.18041021,41557,5.783489867,9.786111925,85.40873132,100,573,1743,0
MT,park,30067,15843,94.04153254,0.315596794,2.600517579,2.164994004,50.02840371,29.94382377,19.40289087,43385,3.977409277,4.613044948,64.79384927,47.73599386,5114,4357,1
MT,phillips,30071,4150,85.22891566,0,2.168674699,0.86746988,49.73493976,33.87951807,21.06024096,38692,7.276618513,8.746156474,82.61018107,100,577,1426,0
MT,pondera,30073,6166,80.9601038,0.389231268,1.881284463,2.189425884,49.72429452,37.52838145,19.65617905,42193,8.497409326,10.80114449,77.32474964,58.10173899,1176,1413,0
MT,powder river,30075,1648,94.41747573,0,1.516990291,1.09223301,50.78883495,28.58009709,23.72572816,47955,4.32160804,5.055292259,74.64454976,100,203,748,0
MT,powell,30077,6928,90.35796767,0.418591224,2.453810624,0.447459584,37.73094688,29.66224018,18.64896074,43064,1.457943925,11.4339269,81.96813496,54.21943931,1026,1641,0
MT,prairie,30079,1414,95.89816124,0,1.485148515,1.838755304,47.17114569,31.25884017,25.88401697,44643,6.885245902,6.916996047,80.83003953,100,177,450,0
MT,ravalli,30081,41130,93.29929492,0.077802091,3.214198882,1.648431802,50.43763676,30.89229273,22.77656212,40546,7.742761158,8.91224103,74.24761398,84.62647966,9156,13622,0
MT,roosevelt,30085,11230,36.06411398,0.053428317,2.947462155,0.837043633,50.80142476,49.60819234,10.71237756,34481,6.234225139,15.13969096,85.84360855,39.73141487,2013,1346,1
MT,rosebud,30087,9348,57.15661104,0.192554557,4.535729568,1.272999572,50.48138639,43.15361575,13.69276851,55609,9.555408096,11.68450121,80.18639972,100,1511,1765,0
MT,sanders,30089,11375,90.25054945,0.158241758,2.628571429,2.602197802,48.68571429,27.78021978,26.21538462,34336,9.260079752,11.90974645,83.62409863,100,2071,3856,0
MT,sheridan,30091,3645,91.46776406,0.082304527,2.304526749,1.563786008,48.80658436,32.7297668,22.11248285,52308,2.626158599,8.74337623,79.93943982,100,712,1017,0
MT,silver bow,30093,34560,91.18055556,0.584490741,4.08275463,2.653356481,50.2662037,37.63599537,17.0775463,39580,7.041531362,9.229390681,74.06554019,11.44152047,11672,4246,1
MT,stillwater,30095,9342,93.63091415,0.353243417,3.329051595,1.755512738,49.17576536,31.53500321,19.79233569,59603,3.829787234,4.96737841,74.55516014,100,1501,3206,0
MT,sweet grass,30097,3634,93.6158503,0.192625206,1.816180517,1.183269125,51.29334067,33.24160704,23.77545405,50813,0.439974859,5.983889528,75.29727656,100,652,1372,0
MT,teton,30099,6067,94.09922532,0.065930443,1.417504533,1.615295863,50.89830229,35.15740893,22.00428548,49047,5.47008547,7.112171838,77.7326969,100,1290,1784,0
MT,valley,30105,7576,85.26927138,0.079197466,2.191129884,1.253959873,49.77560718,34.82048574,20.8157339,49977,4.579768495,6.547842402,78.49906191,55.20423395,1545,2137,0
MT,wheatland,30107,2109,94.97392129,0,2.370791844,1.51730678,48.12707444,36.27311522,21.95353248,36076,2.775024777,24.05329593,80.9256662,100,315,586,0
MT,wibaux,30109,1143,98.51268591,0,1.487314086,0.787401575,51.70603675,30.62117235,28.78390201,40833,2.742230347,12.11031175,79.85611511,100,140,390,0
ND,adams,38001,2348,93.10051107,0.894378194,0.851788756,1.916524702,49.44633731,32.28279387,22.27427598,53295,1.977848101,4.042806183,72.47324614,100,364,796,0
ND,barnes,38003,11033,93.31097616,0.797607178,1.830871023,0.969817819,50.81120276,35.63853893,20.38430164,55778,2.774508155,9.1156639,76.32261411,39.55358757,2517,2507,1
ND,benson,38005,6802,41.50249926,0,2.440458689,0.470449868,48.66215819,49.1179065,12.29050279,41530,6.093328191,15.02201502,85.003885,100,1427,828,1
ND,burleigh,38015,90560,90.49580389,1.183745583,1.977694346,2.095848057,50.170053,40.06183746,14.34518551,66057,2.166190439,6.595429887,65.77346704,18.54799036,17357,28494,0
ND,cass,38017,166852,87.90185314,3.76081797,2.408122168,6.439239566,49.47618249,46.79895956,10.6873157,54926,2.9455081,5.530988372,62.63572165,10.4347768,44723,32217,1
ND,cavalier,38019,3867,95.94000517,0.129299198,1.292991983,0.956814068,49.39229377,30.92836824,26.29945694,65645,1.054216867,9.000708717,81.3253012,100,765,1181,0
ND,dickey,38021,5160,93.72093023,1.472868217,3.333333333,1.763565891,49.80620155,36.53100775,21.70542636,55882,2.549772965,12.31945624,72.04757859,100,911,1253,0
ND,dunn,38025,4284,83.94024276,0.933706816,2.847805789,2.030812325,47.10550887,37.3015873,16.36321195,66964,3.801032379,8.961785594,79.5400744,100,525,1499,0
ND,eddy,38027,2370,90.16877637,0,1.814345992,1.35021097,51.72995781,33.96624473,20.92827004,55489,2.113821138,10.9273479,77.84997047,100,555,675,0
ND,emmons,38029,3426,96.5849387,0,0,1.313485114,50,30.73555166,27.14535902,45472,3.377947737,15.1637687,84.71492115,100,391,1433,0
ND,foster,38031,3345,96.29297459,0.059790732,1.165919283,1.285500747,50.28400598,33.1838565,22.18236173,55625,1.184433164,11.25523013,78.36820084,100,588,1052,0
ND,golden valley,38033,1895,94.30079156,0,1.794195251,0.105540897,50.8707124,38.83905013,17.41424802,37014,0.389863548,7.599029911,77.68795473,100,171,704,0
ND,grand forks,38035,69793,85.68194518,2.848423194,3.805539237,4.083504076,48.28564469,51.00511513,11.31058989,50652,3.458794464,6.335234317,66.90552938,16.76911802,14827,12952,1
ND,grant,38037,2369,96.6230477,0.295483326,0.633178556,1.181933305,50.35880118,27.90206838,27.10004221,45978,2.685109845,11.34361233,81.93832599,100,337,925,0
ND,griggs,38039,2311,96.23539593,1.211596711,0.432713111,1.081782778,49.58892254,28.60233665,29.46776287,50250,1.601281025,12.3556582,79.73441109,100,534,688,0
ND,hettinger,38041,2639,92.49715801,0.303145131,2.766199318,1.250473664,52.55778704,31.64077302,26.41151951,55230,2.524429967,12.09636084,86.21219887,100,274,988,0
ND,kidder,38043,2419,94.41918148,0,5.084745763,1.777594047,46.92021496,32.65812319,20.83505581,58527,1.597676107,9.034792368,80.3030303,100,364,911,0
ND,lamoure,38045,4111,97.4702019,0.145949891,0.875699343,0.729749453,48.62563853,32.35222574,24.42228168,55900,1.758671226,13.7195122,77.47289973,100,857,1203,0
ND,logan,38047,1939,96.75090253,0.051572976,1.495616297,1.237751418,49.1490459,28.10727179,28.62300155,55068,1.798201798,15.59065934,86.19505495,100,228,741,0
ND,mcintosh,38051,2737,95.10412861,0.146145415,1.534526854,2.776762879,50.05480453,27.54841067,32.07891852,43650,1.074498567,18.41733396,81.72397551,100,467,982,0
ND,mclean,38055,9576,89.70342523,0.052213868,2.245196324,1.075605681,48.65288221,31.8817878,21.73141186,59976,1.462051172,8.534136546,81.72690763,100,1701,3320,0
ND,mercer,38057,8671,93.46096183,0.93414831,2.42186599,0.945681006,48.36812363,34.85180487,17.06838888,73801,2.647975078,9.434577155,79.33843898,64.99287749,1061,2941,0
ND,morton,38059,29633,91.1956265,0.674923227,2.395977458,0.806533257,48.38524618,38.85195559,15.0136672,63549,2.239705967,7.940962981,74.70118558,31.85541116,5175,9583,0
ND,mountrail,38061,9675,63.72093023,0.196382429,6.408268734,1.798449612,45.82945736,43.10077519,11.12144703,68082,4.213483146,8.147303243,76.35652599,100,1605,2208,0
ND,nelson,38063,3032,96.17414248,0.659630607,2.407651715,0.857519789,49.70316623,28.13324538,28.03430079,51280,0.836012862,8.347750865,80.57958478,100,866,770,1
ND,pembina,38067,7136,92.30661435,0.252242152,3.279147982,4.119955157,48.3043722,32.03475336,21.45459641,56813,3.081914031,11.06186163,79.76488726,100,1132,1814,0
ND,pierce,38069,4373,96.5927281,1.189115024,0.800365882,0.251543563,49.3254059,32.86073634,23.0048022,43086,1.575178998,11.70716314,85.98927106,35.18476016,711,1168,0
ND,ransom,38073,5457,95.41872824,0.458127176,1.704233095,1.502657138,49.05625802,33.42495877,20.90892432,57088,2.338376891,10.04672897,82.78816199,100,1399,890,1
ND,renville,38075,2573,93.43179168,0.660707346,3.769918383,3.031480762,50.17489312,39.33151963,16.51768364,65927,0.929512006,7.839721254,82.81068525,100,356,832,0
ND,rolette,38079,14607,19.12781543,0.540836585,0.362839734,0.643527076,50.6058739,49.69535154,10.28274115,37313,5.098893123,16.04368932,77.51213592,100,4042,993,1
ND,sargent,38081,3889,93.8030342,1.671380818,2.95705837,2.802777064,47.21007971,33.81331962,19.90228851,57472,0.876383764,8.273381295,81.04316547,100,1171,821,1
ND,sheridan,38083,1395,97.34767025,0,1.075268817,0.430107527,49.31899642,28.53046595,25.23297491,48375,3.945371775,13.14338235,84.55882353,100,179,607,0
ND,steele,38091,1969,97.86693753,0,2.133062468,1.57440325,47.79075673,30.98019299,23.05738954,58603,4.106972302,5.926946933,76.84355617,100,557,399,1
ND,stutsman,38093,21108,93.3058556,0.947508054,2.131893121,1.814477923,48.82982755,37.15179079,17.55732424,53685,2.598789605,10.10024718,75.4669047,27.56398104,4027,5489,0
ND,walsh,38099,10995,85.65711687,0.300136426,10.75943611,3.91996362,48.72214643,34.5884493,20.62755798,51181,3.314246052,13.1147541,83.28129066,62.05594028,1937,2550,0
ND,wells,38103,4179,97.72672888,0,0.885379277,0.957166786,50.1555396,28.45178272,29.16965781,50685,2.181289384,15.20561046,78.73764743,100,622,1601,0
NE,adams,31001,31536,87.33828006,0.821283612,8.907280568,5.717275495,49.24213597,41.36542364,16.50494673,51201,5.380389347,9.08822371,77.43698306,22.48437699,3334,6487,0
NE,antelope,31003,6421,95.42127394,0.264756268,3.145927426,2.071328454,49.89876966,34.60520168,22.19280486,46381,1.763613861,9.038290294,81.43365984,100,396,2061,0
NE,arthur,31005,437,97.48283753,0,0,0.228832952,51.94508009,38.90160183,20.59496568,40375,3.684210526,5,73.21428571,100,24,202,0
NE,banner,31007,793,86.8852459,1.261034048,9.709962169,1.891551072,53.59394704,34.93064313,16.14123581,50833,7.343412527,4.042179262,82.95254833,100,39,263,0
NE,boone,31011,5353,96.91761629,0.541752288,1.756024659,0.87801233,49.69176163,35.64356436,21.3338315,51890,1.505075254,6.45074224,82.34817814,100,457,1757,0
NE,burt,31021,6594,93.87321808,0.727934486,2.608431908,1.380042463,50.8492569,32.72672126,23.87018502,47137,2.789490756,10.05942275,82.17317487,100,836,1995,0
NE,butler,31023,8205,95.29555149,0.645947593,2.912858013,1.864716636,49.71358927,35.11273614,20.3778184,51166,4.548555834,8.917534876,82.55341692,65.70577725,871,2470,0
NE,cedar,31027,8657,97.08906088,0.057756729,1.686496477,0.334989026,49.22028416,36.07485272,21.20827076,54391,1.820518312,7.225433526,82.40394424,100,537,2866,0
NE,chase,31029,4061,84.80669786,0.024624477,13.56808668,9.25880325,51.16966264,35.43462201,20.90618074,53496,1.542168675,11.08726753,81.509299,100,184,1340,0
NE,cheyenne,31033,10090,89.95044599,0.069375619,6.57086224,2.001982161,50.88206145,37.33399405,17.05649158,54215,2.363984008,6.295503212,75.56031406,36.25725145,579,2566,0
NE,clay,31035,6313,89.29193727,0.396008237,8.775542531,4.308569618,48.93077776,36.22683352,19.23015999,51613,2.766552689,10.36233556,81.35241172,100,592,1979,0
NE,cuming,31039,9055,88.8128106,0.077305356,9.607951408,4.538928769,49.44229707,36.77526229,21.25897294,49181,2.541847489,12.28876128,80.04922067,65.20407047,604,2672,0
NE,custer,31041,10784,95.3264095,0.612017804,2.642804154,2.271884273,50.56565282,34.94992582,20.99406528,47083,2.257336343,7.673892805,78.56097885,67.66614864,687,3797,0
NE,dakota,31043,20697,50.71266367,4.106875393,37.80258008,22.4911823,51.33594241,45.25293521,12.95839977,52336,6.817766405,25.74046284,87.01524366,21.08921261,1691,2677,0
NE,dawes,31045,9082,85.8621449,0.693679806,4.580488879,3.424355869,50.71570139,45.49658665,17.88152389,42685,1.865828092,5.614484272,65.32553036,39.93683293,914,2334,0
NE,dawson,31047,23924,61.00568467,5.103661595,32.69520147,17.20448086,49.33121552,42.87744524,14.70907875,49943,4.702048417,24.05793302,84.78275116,26.65460824,1657,4363,0
NE,dixon,31051,5809,86.05611981,0.344293338,12.08469616,5.835772078,49.715958,37.20089516,19.26321226,52813,3.365225998,11.53649821,81.03624298,100,488,1655,0
NE,dodge,31053,36679,85.6975381,0.468933177,11.3988931,6.131573925,51.01011478,38.12535783,18.70552632,49830,4.261232052,12.38068274,81.08720272,25.12877817,3824,7827,0
NE,douglas,31055,543253,70.61111489,11.03132426,12.00232672,9.195899516,50.75093925,43.36119635,11.54066337,56003,4.92452447,10.57290526,62.3937945,2.170524647,103070,94777,1
NE,fillmore,31059,5676,94.04510218,0.757575758,3.717406624,1.356589147,50.07047216,32.15292459,23.3615222,52070,2.731512325,8.274347083,80.49792531,100,690,1718,0
NE,frontier,31063,2599,96.84494036,0.038476337,1.077337437,1.077337437,49.86533282,37.01423624,22.47018084,51192,2.647975078,4.584527221,81.26074499,100,173,831,0
NE,furnas,31065,4850,94.57731959,0.18556701,3.463917526,1.030927835,51.27835052,34.02061856,23.44329897,40445,3.680727874,11.75438596,83.24561404,100,334,1719,0
NE,gage,31067,21778,95.17402884,0.449995408,2.130590504,1.16172284,50.37652677,33.81394067,20.61713656,48731,3.617525683,10.66009597,79.87939307,44.3996235,3024,4896,0
NE,garfield,31071,1968,96.9004065,0.152439024,2.083333333,0.203252033,50.10162602,32.26626016,26.8800813,45227,2.962962963,5.740609497,81.50248051,100,113,667,0
NE,gosper,31073,1977,98.17905918,0,0.556398584,0.961052099,52.25088518,33.94031361,20.03034901,60711,4.565030146,6.896551724,79.09482759,100,147,667,0
NE,grant,31075,647,96.90880989,0,3.091190108,0.618238022,47.29520866,34.00309119,27.35703246,45625,4.885057471,2.608695652,78.04347826,100,14,282,0
NE,hall,31079,61105,68.88961623,2.075116603,26.1287947,14.44235333,49.72588168,42.2665903,14.10850176,51355,5.294029177,16.80601365,81.02324154,14.62453291,5624,10483,0
NE,hamilton,31081,9118,95.47049792,0.833516122,2.961175696,1.239306866,49.98903268,36.97082694,17.85479272,59760,2.063983488,6.46669892,74.72988228,51.0521701,896,3076,0
NE,harlan,31083,3465,93.36219336,0.548340548,4.329004329,0.894660895,47.35930736,31.45743146,25.31024531,44630,1.868595539,8.575987236,83.52612684,100,287,1149,0
NE,hitchcock,31087,2866,98.74389393,0.139567341,0.837404047,0.279134682,49.96510816,31.57711096,23.83112352,41131,2.789699571,8.22906641,85.27430221,100,154,890,0
NE,hooker,31091,669,94.31988042,0.896860987,4.334828102,0.896860987,52.76532138,23.31838565,37.36920777,38616,1.880877743,5.914972274,76.34011091,100,49,258,0
NE,jefferson,31095,7354,94.53358716,0,3.385912429,0.693500136,51.31901006,33.13842807,23.15746532,44616,3.242677824,10.6899166,85.14025777,48.16483371,924,1913,0
NE,keith,31101,8103,91.05269653,0.518326546,6.368011847,2.23374059,49.52486733,31.44514377,23.8430211,43100,3.958733205,8.222184704,78.35556306,47.13193117,567,2542,0
NE,kimball,31105,3713,89.22704013,0.0269324,7.945057905,1.777538379,49.663345,32.80366281,25.69350929,40344,5.445544554,11.56437126,84.39371257,100,202,1122,0
NE,knox,31107,8551,86.52789147,0.187112618,2.59618758,1.169453865,51.17530113,34.33516548,23.69313531,47692,3.030993619,8.409321175,79.82100642,100,669,2812,0
NE,lincoln,31111,35777,88.70223887,0.83014227,8.072225173,1.718981469,50.83992509,37.50733712,17.15347849,52179,3.101196953,8.08599852,78.31949355,30.51973104,2886,8999,0
NE,logan,31113,830,96.62650602,0.240963855,1.927710843,0.481927711,49.75903614,38.55421687,19.63855422,51346,0.921658986,9.471766849,79.23497268,100,23,306,0
NE,loup,31115,542,97.9704797,0,0,0,52.39852399,30.99630996,24.53874539,56750,0.33557047,2.736318408,78.10945274,100,51,247,0
NE,madison,31119,35125,81.24982206,1.155871886,14.21779359,6.784341637,50.44839858,41.43202847,15.40498221,48673,3.094085456,11.67867182,80.34522136,27.90457621,2236,7949,0
NE,mcpherson,31117,425,97.17647059,0,0.941176471,0,48.47058824,31.05882353,19.05882353,53750,0,6.52173913,75.46583851,100,22,228,0
NE,merrick,31121,7793,93.08353651,0.898242012,3.990760939,1.719491852,50.54536122,34.82612601,19.55601181,50464,5.310971349,7.519764663,84.04118404,58.89101338,647,2563,0
NE,morrill,31123,4843,82.42824695,0.743340904,15.13524675,3.861243031,49.86578567,35.84555028,18.37703903,43942,3.511572227,13.26744534,81.01227913,100,308,1699,0
NE,nance,31125,3607,97.3939562,0.083171611,2.439700582,0.776268367,50.62378708,33.7399501,20.51566399,42429,3.239511418,9.258532758,82.65986661,100,315,885,0
NE,nemaha,31127,7101,94.39515561,1.563160118,2.506689199,0.887198986,50.83791015,41.4307844,18.12420786,52736,6.51371308,5.623100304,71.1897525,52.06953642,727,1788,0
NE,nuckolls,31129,4352,95.51930147,0.091911765,2.688419118,1.401654412,50.59742647,30.33088235,26.19485294,41576,2.867072111,6.664580726,83.38548185,100,365,1321,0
NE,otoe,31131,15890,90.0566394,0.13215859,7.155443675,3.876651982,50.8558842,36.97923222,19.45877911,52108,3.823911247,8.851189379,79.27346487,55.10800508,1977,4098,0
NE,pawnee,31133,2695,95.54730983,0,1.85528757,0.890538033,50.31539889,31.16883117,26.15955473,40139,3.037569944,9.291581109,83.82956879,100,332,774,0
NE,perkins,31135,2911,95.63723806,0.171762281,3.744417726,3.023016146,49.5705943,34.42116111,21.67639986,56797,1.869158879,10.85797382,76.87833253,100,180,1011,0
NE,phelps,31137,9236,92.96232135,0.129926375,5.251190992,2.555218709,49.84841923,37.12646167,19.7812906,51264,1.218487395,6.871925091,76.71798127,41.88071397,671,3068,0
NE,pierce,31139,7179,96.89371779,0.222872266,1.587964898,0.780052932,49.65872684,36.63462878,18.54018666,53125,3.981141959,5.227552276,78.61828618,100,341,2339,0
NE,platte,31141,32703,80.75405926,0.28437758,16.90059016,8.785126747,49.5826071,40.60483748,15.72027031,58473,4.570274107,10.97641199,78.60633399,31.42662158,2343,8372,0
NE,polk,31143,5242,93.62838611,0.190766883,4.330408241,2.823349866,50.70583747,33.93742846,20.37390309,57991,3.85818561,5.882352941,78.49521204,100,448,1574,0
NE,red willow,31145,10884,92.40169055,1.607864756,4.796030871,2.048879089,49.16391033,37.83535465,18.77986035,42457,5.030800821,6.494040279,81.7920263,31.58751696,696,3051,0
NE,richardson,31147,8149,92.60031906,0.306786109,1.803902319,0.245428887,50.59516505,32.53159897,23.18075838,45929,4.622754491,8.986680155,80.89698196,50.57993543,858,2137,0
